query,subject,score,label
3029,2305,0,0
784,783,830,1
23660,53343,0,0
5709,5830,0,0
4704,4731,948,1
51009,80329,0,0
6210,6139,955,1
3559,50834,0,0
6129,3921,964,1
23536,26277,0,0
9807,3853,0,0
3071,6778,0,0
374946,7556,0,0
219927,7818,800,1
647309,3988,0,0
6169,6128,962,1
9669,116843,0,0
1959,148398,0,0
4728,29796,800,1
7098,23118,993,1
83931,55070,810,1
8462,5704,0,0
26092,9701,0,0
91875,818,810,1
212,51433,0,0
23524,9343,805,1
6129,6134,823,1
84858,8878,0,0
8626,51013,0,0
83853,84109,0,0
6137,6187,961,1
64407,2591,0,0
7472,10579,0,0
740,57129,941,1
1108,5931,943,1
51258,740,800,1
10877,3329,0,0
6182,64975,782,1
8829,29978,0,0
623,2326,0,0
10539,55773,976,1
5157,285513,0,0
3754,440138,0,0
4210,27349,0,0
4118,80273,0,0
10054,7341,870,1
23542,3663,0,0
25828,5156,0,0
6346,64963,0,0
115106,4172,878,1
7809,64116,0,0
10617,7552,0,0
8503,5291,817,1
84749,7314,852,1
26576,23225,0,0
220134,348235,902,1
23524,9939,833,1
4860,51726,808,1
10928,85021,735,1
10694,10576,854,1
3134,3135,869,1
463,8325,0,0
10116,8328,0,0
22895,190,0,0
7351,1475,0,0
27340,84002,0,0
6194,51504,800,1
6691,51491,0,0
57730,10298,0,0
6397,644096,0,0
2210,6558,0,0
3223,11070,0,0
55129,200504,0,0
22915,28970,0,0
832,54831,0,0
7096,119,0,0
9525,9559,775,1
84246,29079,834,1
4745,10526,0,0
5685,5708,961,1
10471,5204,912,1
1315,3840,820,1
81623,116447,0,0
79876,84166,0,0
9230,2665,811,1
6228,6134,803,1
6159,6141,800,1
57610,599,0,0
57521,10670,993,1
9780,126074,0,0
5692,9491,812,1
26088,208,860,1
25989,3683,0,0
6604,6598,834,1
7535,9001,0,0
9221,1944,0,0
4005,8861,870,1
5717,5718,973,1
11069,79850,0,0
64979,3238,0,0
5919,7978,0,0
10316,899,0,0
124935,51184,0,0
79685,123722,0,0
55588,9862,878,1
134860,55729,0,0
143941,130827,0,0
4825,4956,0,0
10558,90025,0,0
6201,7311,867,1
10573,64928,938,1
4715,23788,866,1
51537,1382,0,0
151531,64167,0,0
51602,134430,816,1
55600,2021,798,1
5591,988,980,1
9736,84993,818,1
9211,84830,0,0
79145,11330,0,0
9482,8774,747,1
10933,6944,816,1
25885,51082,850,1
80273,3312,807,1
5111,10514,737,1
283489,55787,809,1
3933,25936,0,0
55734,50487,0,0
6271,6275,810,1
5542,4302,0,0
51100,55207,0,0
5579,1147,708,1
6187,6191,998,1
5495,5518,860,1
7311,57558,800,1
2014,4239,0,0
55209,733,0,0
10212,84324,723,1
9948,6671,0,0
8886,65083,817,1
8723,27198,0,0
51168,1813,0,0
2027,2879,815,1
23065,126,0,0
5708,5690,972,1
81929,6284,0,0
9188,7786,0,0
5547,60676,0,0
1045,5860,0,0
5090,134430,0,0
6627,124925,0,0
84936,7319,782,1
25885,10623,864,1
6233,7314,800,1
1103,90121,0,0
50486,55335,0,0
9993,91,0,0
164045,3192,0,0
22916,340554,0,0
125113,5867,0,0
23545,159296,0,0
83992,7203,860,1
6207,6234,958,1
8726,204801,0,0
7175,9616,0,0
54331,2770,870,1
5620,2057,0,0
4284,29108,0,0
6232,6202,960,1
138046,3183,737,1
139818,84939,0,0
29089,55120,870,1
4064,55567,0,0
595,55388,869,1
57597,55775,0,0
6727,6208,800,1
64783,10189,860,1
140453,201626,0,0
6130,9045,960,1
11062,140458,0,0
360205,79960,0,0
23039,28952,847,1
10768,540,0,0
4495,55775,0,0
6157,6136,962,1
10469,7070,820,1
7224,645,0,0
56147,54344,0,0
9519,2657,0,0
54764,362,0,0
54465,2172,0,0
26155,51154,871,1
56672,56105,0,0
10475,9651,0,0
5687,5694,961,1
3772,6563,0,0
9044,988,980,1
988,10540,980,1
5704,5713,973,1
51728,81578,0,0
115827,79634,0,0
79797,8940,707,1
144100,150,0,0
5924,146802,0,0
1191,158158,0,0
10217,4155,933,1
4720,4712,800,1
3141,84969,0,0
79178,79876,803,1
58158,55326,0,0
55704,135892,0,0
26121,11157,933,1
7385,4537,800,1
9440,400569,917,1
402055,54033,0,0
2196,8266,0,0
10421,9129,850,1
4537,4694,800,1
23001,3106,722,1
2064,5747,705,1
6908,9013,742,1
5101,22821,0,0
267,7316,870,1
4849,57472,787,1
84313,9140,0,0
6209,6234,861,1
51642,64968,800,1
86,5977,775,1
54619,64714,0,0
9465,11157,710,1
6173,2197,800,1
4975,50999,0,0
83746,23429,795,1
8189,988,980,1
5714,5716,967,1
5711,5710,817,1
9643,4282,0,0
27258,9092,800,1
6005,644,0,0
90249,7014,0,0
7184,5589,881,1
404037,115361,0,0
11198,3149,825,1
79698,3786,0,0
11222,6150,962,1
3201,10900,0,0
55737,9559,994,1
8940,56920,0,0
6233,6191,958,1
56984,5702,873,1
56945,11284,0,0
79643,490,0,0
10542,57521,993,1
653808,7350,0,0
5189,51008,0,0
6208,6156,961,1
6169,6124,962,1
6003,404281,0,0
85300,80273,0,0
54998,51116,921,1
4731,4712,800,1
6019,84676,0,0
6602,5977,836,1
2780,55531,0,0
2840,57636,0,0
10277,7347,771,1
51367,10775,813,1
7750,9960,0,0
81488,5431,807,1
5422,4172,768,1
50865,23406,806,1
11322,5831,0,0
1387,10370,870,1
23151,246213,0,0
10516,22856,0,0
10437,10332,0,0
11224,6201,963,1
6137,1938,800,1
84188,283349,0,0
8767,57506,809,1
286410,1365,0,0
9183,60561,874,1
22938,10569,800,1
6187,6128,951,1
23,23588,0,0
944,6041,0,0
10105,284340,0,0
9033,1795,0,0
5445,27020,0,0
9423,9815,0,0
4650,7398,0,0
6272,5701,0,0
84328,157310,0,0
28972,8811,0,0
80143,81622,0,0
84294,80179,0,0
10953,7266,990,1
9687,25994,0,0
23327,2996,0,0
6117,57697,993,1
23070,57633,0,0
7385,4712,800,1
6727,6193,800,1
114805,80864,0,0
5575,23432,795,1
3308,3326,818,1
9798,57343,0,0
7205,85451,713,1
50814,2743,0,0
8348,7389,0,0
51386,51154,0,0
253827,6348,0,0
8936,26999,917,1
3827,210,0,0
4726,7386,800,1
2921,11164,0,0
6124,2197,800,1
503542,3933,0,0
6230,6155,961,1
7386,4729,800,1
2996,10634,0,0
10491,23530,0,0
1075,7010,0,0
3904,79171,0,0
9474,9776,787,1
8881,996,993,1
23512,2146,931,1
84844,25804,800,1
54331,2782,998,1
4137,695,0,0
91875,816,707,1
6627,10946,869,1
1432,7867,752,1
25890,79819,0,0
187,6613,0,0
5714,5687,973,1
134430,10607,845,1
978,8825,818,1
55274,51678,0,0
9097,7311,800,1
23244,5981,873,1
25825,2534,800,1
4718,4694,800,1
64795,2668,813,1
6574,8825,795,1
23394,10284,777,1
64084,4595,0,0
7073,6297,0,0
429,3909,0,0
3113,54843,0,0
7098,55072,742,1
83444,9191,0,0
5518,80789,993,1
59338,89941,0,0
6489,4184,0,0
50614,5747,0,0
6117,50485,993,1
1642,89778,0,0
84950,6628,800,1
3570,84720,0,0
7515,9557,821,1
2524,56654,0,0
63916,9844,806,1
11154,10717,732,1
9397,25928,0,0
8318,55388,750,1
6725,4919,0,0
6202,6134,809,1
7571,80119,0,0
92979,1534,0,0
27127,79102,0,0
56259,80271,0,0
170954,5500,859,1
8175,3608,734,1
378,254065,0,0
10328,1842,0,0
9570,8674,744,1
146664,90780,0,0
5982,5111,871,1
55967,4712,940,1
2784,2787,993,1
3306,84870,0,0
5695,9097,800,1
145270,51314,0,0
1000,245973,0,0
23607,11321,0,0
7316,5886,870,1
55167,339287,835,1
11196,331,800,1
5968,1371,0,0
7311,6209,800,1
267,192670,0,0
5271,1812,0,0
329,401,0,0
55527,4363,0,0
1783,1781,852,1
4714,7388,800,1
9896,64064,0,0
139628,4609,741,1
388325,51177,0,0
4354,10614,0,0
6232,23480,800,1
51272,4037,0,0
6228,6136,961,1
2773,63940,723,1
481,5571,0,0
9276,125150,0,0
6144,6173,800,1
5685,439,873,1
2935,5976,993,1
23059,3172,0,0
9114,10159,820,1
3696,166012,0,0
201973,10577,0,0
8666,6205,800,1
28982,23532,0,0
5207,6158,0,0
333,323,707,1
10926,4172,895,1
2222,8544,0,0
51602,3692,818,1
24148,10594,998,1
79070,23244,0,0
2521,302,0,0
11131,7982,0,0
908,10693,855,1
8289,57492,943,1
6135,9349,955,1
80150,55144,0,0
6232,6133,962,1
6403,1173,800,1
8531,6873,0,0
92979,64769,0,0
5371,57188,0,0
9092,9129,998,1
83394,4653,0,0
146664,60412,0,0
7388,4696,800,1
84749,7311,800,1
6202,122481,0,0
401190,56981,0,0
64847,902,0,0
9775,988,995,1
79871,50814,0,0
3842,5901,874,1
6208,6207,962,1
6208,6728,800,1
7484,3034,0,0
55107,4298,0,0
54108,54107,904,1
3566,51057,0,0
10652,55312,852,1
6217,6729,800,1
79866,192669,0,0
6117,26046,885,1
55632,121601,0,0
55759,7514,820,1
245937,5739,0,0
54856,9941,0,0
113675,2820,0,0
7879,196403,0,0
4126,6050,0,0
1593,57463,0,0
5714,5689,961,1
11152,55102,828,1
6125,9349,945,1
1604,29957,784,1
23091,55588,993,1
4720,4719,973,1
9349,6158,816,1
286676,747,0,0
7388,4731,800,1
10575,5515,860,1
65080,54148,817,1
2107,6136,800,1
162,8905,945,1
6726,6208,800,1
57798,23309,726,1
9989,7077,0,0
27288,85444,0,0
55794,1641,0,0
54913,10556,864,1
23589,53371,0,0
124995,2760,0,0
9982,2516,0,0
65267,6621,0,0
10657,64783,866,1
3203,3223,800,1
26273,8497,0,0
89796,4881,0,0
6885,5608,993,1
292,6223,795,1
84654,23225,0,0
6158,6223,806,1
5696,5682,871,1
51659,4176,845,1
1487,64118,0,0
1915,6194,866,1
6227,6141,958,1
286827,56889,0,0
6169,2935,800,1
256309,774,0,0
25920,27349,0,0
3142,84076,0,0
2965,2966,993,1
283571,10046,0,0
10549,10130,852,1
5695,6542,0,0
4357,9217,816,1
1363,8900,0,0
26000,7111,0,0
9152,55280,0,0
54959,51207,0,0
53405,25932,881,1
252839,26145,0,0
3881,8796,0,0
7879,51592,0,0
2736,128497,0,0
7184,811,940,1
55593,7311,800,1
27031,4358,0,0
30851,653121,0,0
11224,9349,962,1
1400,6747,0,0
631,55584,0,0
64976,1743,777,1
64983,5954,0,0
9826,10298,812,1
9943,988,980,1
6201,6129,934,1
6227,6165,800,1
51225,2212,0,0
65003,6150,800,1
222663,83698,0,0
2241,1500,993,1
81618,23498,0,0
1041,10249,0,0
114780,23649,0,0
8666,51386,943,1
51075,50487,0,0
84246,9969,843,1
80895,5609,855,1
374946,9197,0,0
84154,26574,866,1
400569,892,828,1
4714,4712,800,1
163183,3109,0,0
6125,6234,903,1
22822,23275,0,0
7913,5976,993,1
79656,9968,0,0
57703,6635,800,1
64855,722,0,0
60436,9079,0,0
245936,23491,0,0
1639,830,802,1
347344,1003,0,0
6641,9712,0,0
51655,3782,0,0
25949,8896,933,1
5698,5696,865,1
71,10856,803,1
6142,6194,962,1
9129,9465,821,1
83992,3359,860,1
5327,54577,0,0
50801,159296,0,0
2812,7096,0,0
9441,23091,993,1
10382,3005,0,0
1008,9578,0,0
80267,3703,754,1
6634,27258,946,1
4259,11234,0,0
28987,6210,800,1
11034,71,768,1
84293,254042,0,0
10067,23281,0,0
7965,2058,971,1
51171,84455,0,0
112936,55737,986,1
9585,51225,0,0
5711,80267,754,1
11141,7633,0,0
90480,7818,800,1
1445,2444,752,1
1643,10987,787,1
59345,55704,0,0
10017,2009,0,0
549,1820,0,0
54657,54659,993,1
6910,9488,0,0
2783,2195,0,0
5518,54499,825,1
339,406,0,0
10409,89777,0,0
29968,54622,0,0
55703,171568,943,1
55274,8863,0,0
5034,4829,0,0
4218,6238,820,1
6601,57492,843,1
93035,1956,0,0
4716,4698,818,1
6749,7153,825,1
11345,79858,0,0
6726,6223,800,1
6125,6161,940,1
138050,4634,0,0
84636,122970,0,0
26090,57139,0,0
463,23632,0,0
22894,51567,993,1
5701,5691,962,1
1104,5901,850,1
57213,257194,0,0
6520,26047,0,0
84647,113189,0,0
8398,8468,0,0
3996,84612,852,1
114034,10073,855,1
6286,23601,0,0
6218,6229,958,1
6170,6125,800,1
3275,113510,0,0
24148,9092,998,1
6781,80108,0,0
92291,2898,0,0
10063,2299,0,0
167691,2823,0,0
1738,1629,872,1
306,64236,0,0
84666,10956,0,0
6176,6209,954,1
1828,153218,0,0
864,30844,0,0
56154,51188,0,0
5708,51377,742,1
440145,114791,929,1
9040,10987,791,1
5829,29780,800,1
79763,810,723,1
4713,4538,800,1
4711,7386,800,1
84661,87178,798,1
84569,10424,0,0
6142,84365,820,1
154664,6567,0,0
6580,54996,0,0
9536,7185,0,0
221927,80821,0,0
51728,10623,834,1
4176,9559,807,1
6233,10075,800,1
6585,91653,0,0
7371,83549,855,1
10483,22872,820,1
80818,9228,0,0
4062,254251,0,0
80143,29888,860,1
9541,10417,0,0
4677,3735,813,1
6203,6232,959,1
8774,10616,0,0
4121,5871,0,0
5684,5690,972,1
6138,6176,959,1
4192,7128,0,0
9697,51604,0,0
5321,1277,0,0
53918,6223,800,1
65080,6150,800,1
6205,6203,961,1
6138,6181,960,1
6232,6141,959,1
9343,11157,800,1
22843,10549,0,0
100287932,55775,0,0
2825,5913,0,0
4958,6929,0,0
23617,6490,0,0
55696,23020,800,1
5530,5478,870,1
9582,7533,0,0
2571,22929,0,0
1368,51406,0,0
9938,27287,0,0
64983,51649,800,1
6132,6156,961,1
3590,8689,0,0
11269,988,980,1
5469,9969,993,1
4478,79602,0,0
9097,5691,800,1
55810,6895,0,0
51397,28952,847,1
5594,23214,835,1
23476,1850,0,0
56729,8667,0,0
9092,11157,800,1
9314,90102,0,0
3014,91750,0,0
705,6230,800,1
64764,10252,0,0
6142,10528,798,1
6605,8110,847,1
5917,3735,911,1
339559,23647,0,0
116984,79039,0,0
80833,340895,0,0
6627,27336,759,1
9444,9968,993,1
4803,4914,870,1
2634,2633,719,1
151516,51411,0,0
6431,51735,0,0
57136,29903,0,0
23551,84106,0,0
5745,2044,0,0
7846,3799,818,1
4728,10975,800,1
23582,26994,0,0
2619,64844,0,0
8455,79908,802,1
6698,6697,0,0
10267,654,0,0
836,1857,0,0
23253,3720,0,0
387338,79797,0,0
655,6370,0,0
10952,6203,859,1
4724,7381,809,1
2877,5270,0,0
4536,4051,0,0
84545,8649,777,1
3198,9825,0,0
5704,5700,973,1
1387,8290,870,1
9037,472,0,0
83451,1284,0,0
8683,27316,808,1
4282,11315,871,1
79671,5687,0,0
8175,6432,734,1
1973,988,980,1
4709,4712,800,1
11085,51266,0,0
10209,6193,800,1
10426,440145,929,1
6506,55808,0,0
8993,118856,0,0
64978,84545,800,1
3294,80758,0,0
29124,1299,0,0
57084,84062,0,0
51510,148362,855,1
7386,9217,768,1
7905,9784,0,0
51361,8503,0,0
63035,6240,0,0
5373,8895,0,0
51168,9938,0,0
9459,23219,791,1
6727,6228,800,1
5525,5519,860,1
56676,10683,0,0
9092,55505,0,0
80853,10332,0,0
6170,6173,800,1
4603,1385,0,0
9124,84539,0,0
6138,292,795,1
10464,22850,0,0
2585,7367,0,0
4800,56893,0,0
10438,28984,0,0
2018,79884,0,0
94120,2055,0,0
28987,9853,0,0
56603,10262,0,0
9946,2107,0,0
5627,51406,0,0
10673,64400,759,1
25794,29974,0,0
55364,27130,0,0
8932,9219,892,1
5048,5356,764,1
3359,988,980,1
55643,53339,821,1
6187,6209,849,1
55720,23223,735,1
7268,1729,855,1
5528,5515,860,1
284361,10097,0,0
705,6193,800,1
55591,1241,0,0
65080,3676,0,0
10048,6423,738,1
7265,51569,795,1
4724,4701,977,1
200558,2547,827,1
919,2289,0,0
23312,1465,0,0
2176,2188,993,1
474344,283417,0,0
4715,4536,800,1
56891,9529,0,0
8372,5906,0,0
6895,151242,0,0
11031,9122,0,0
595,1027,825,1
65123,55174,993,1
5300,2281,871,1
8828,84140,0,0
1355,6834,817,1
1794,4335,0,0
51605,83660,873,1
55081,51098,741,1
80144,11333,0,0
1457,54623,808,1
6170,6202,800,1
8605,80325,0,0
80267,3309,754,1
63973,84549,0,0
5588,2192,0,0
442721,2581,0,0
80308,9015,0,0
2847,64598,0,0
6181,6128,963,1
84545,6183,800,1
98,10214,0,0
22894,5393,998,1
9919,51094,0,0
124460,23032,0,0
55037,51021,800,1
3429,5159,0,0
6701,29113,0,0
9650,79666,0,0
5160,5165,864,1
84844,11157,800,1
607,1499,870,1
6207,6729,800,1
2705,1164,0,0
283150,10524,836,1
54443,25823,0,0
4736,6134,806,1
22924,10634,813,1
6880,104,0,0
94121,8559,0,0
84684,54898,0,0
5518,8499,860,1
55280,5441,0,0
50846,64399,870,1
4355,8825,823,1
118460,4123,728,1
4976,83959,0,0
25911,4258,0,0
28970,2188,0,0
56301,84624,0,0
8189,10898,973,1
64837,25804,842,1
767558,133746,0,0
10730,126328,777,1
90007,1472,0,0
627,4909,899,1
8408,9776,787,1
84246,23389,876,1
53981,988,980,1
64682,246184,985,1
10661,5093,722,1
490,84033,0,0
3712,641,0,0
10949,5725,787,1
30827,7022,0,0
1213,10331,0,0
6124,9805,0,0
9450,899,0,0
50839,5436,0,0
6222,6223,837,1
9739,30827,873,1
525,64924,817,1
473,23409,0,0
7342,140901,747,1
84844,4925,0,0
83992,22948,860,1
9554,375616,0,0
60,1072,949,1
84376,51361,820,1
8766,29796,815,1
1537,55210,818,1
7077,4319,800,1
5721,25793,759,1
4736,6164,961,1
6208,6193,954,1
55366,158158,0,0
9657,80184,795,1
5327,27181,0,0
90390,10025,742,1
129880,3270,0,0
4839,57062,744,1
6129,6187,958,1
261726,23409,0,0
7042,5450,0,0
2091,117246,799,1
5331,130367,0,0
84939,7165,0,0
83732,6193,800,1
6164,275,0,0
1791,259236,0,0
5243,284361,0,0
988,8896,800,1
5547,85007,0,0
6542,11043,0,0
27129,10290,0,0
6603,6597,847,1
9325,5469,993,1
27250,26053,0,0
141,115330,0,0
1543,84735,0,0
6165,6230,961,1
58506,285852,0,0
5436,2959,817,1
112950,892,813,1
2071,2966,998,1
5441,2962,800,1
83447,51188,0,0
151056,116461,728,1
55764,57730,0,0
10758,150209,0,0
80174,127534,0,0
348654,10509,0,0
2134,3898,0,0
93986,23176,0,0
140890,9295,735,1
4709,4714,800,1
4723,4719,974,1
10952,6165,800,1
10106,343641,0,0
54331,799,800,1
7417,8879,828,1
126638,1652,0,0
9363,6801,0,0
6188,6207,821,1
6538,22807,0,0
57510,133584,0,0
7704,4985,0,0
55388,5000,869,1
5527,3972,0,0
2330,154288,0,0
84246,9260,0,0
23412,1295,0,0
80153,167227,740,1
1717,6810,0,0
80070,441549,0,0
81693,92935,0,0
132671,4608,0,0
6048,169166,0,0
115827,6474,0,0
5683,222546,0,0
84034,10001,0,0
65055,328,0,0
8394,23396,799,1
5260,2258,0,0
7251,9026,810,1
6727,6187,800,1
51138,8533,988,1
256126,54207,0,0
6727,6203,800,1
6907,27101,708,1
147040,83939,0,0
10841,147011,0,0
6157,6130,962,1
26140,8851,0,0
4711,51295,722,1
4728,4700,998,1
6206,55720,837,1
83606,3336,0,0
57505,6911,0,0
51691,51693,0,0
50636,8828,0,0
6574,4355,719,1
23524,51645,805,1
374291,9361,777,1
54867,388336,0,0
6217,6205,998,1
51295,51079,705,1
3251,2045,0,0
4695,4724,998,1
999,8745,0,0
6714,1500,993,1
9865,7019,0,0
5510,5501,980,1
6188,6155,821,1
2304,2671,0,0
79689,7581,0,0
4714,476,716,1
6125,6223,931,1
483,26022,787,1
3754,1535,0,0
55746,4928,855,1
7136,6756,0,0
6277,10802,800,1
59271,3112,0,0
8843,2103,0,0
5683,55717,827,1
245937,5459,0,0
10038,2547,784,1
8233,55599,807,1
2806,641371,0,0
57594,58191,0,0
79827,80185,0,0
6228,23480,800,1
9063,123872,0,0
1544,2235,768,1
6217,6059,800,1
57477,3485,0,0
23598,27090,0,0
9295,10671,0,0
83732,6209,800,1
2665,2741,0,0
6176,6161,800,1
10055,7329,857,1
221035,4758,0,0
25920,7469,825,1
64789,23136,0,0
1025,51574,803,1
79809,152404,0,0
7541,1421,0,0
7031,60672,0,0
2778,10916,873,1
9318,10307,759,1
1108,3066,842,1
143162,140465,0,0
26253,55536,0,0
10713,9295,777,1
57578,56832,0,0
10524,10856,701,1
2339,51071,0,0
6548,9467,0,0
54926,80206,0,0
55970,30848,0,0
23397,9918,919,1
53371,4928,895,1
7380,4863,0,0
9679,23583,0,0
4218,3710,0,0
4189,64699,0,0
81543,1671,0,0
83550,55683,0,0
4722,29796,830,1
28973,23357,0,0
6132,6135,963,1
25885,5441,842,1
55754,393,0,0
6291,29964,0,0
57467,10587,0,0
9927,389289,0,0
25837,5817,0,0
114898,81606,0,0
529,64924,820,1
57222,3838,0,0
81545,79156,0,0
56971,3308,0,0
54970,64089,0,0
114134,23768,0,0
388125,4638,0,0
23418,7851,0,0
146227,57695,0,0
4440,10061,0,0
3111,3112,856,1
56776,56907,800,1
9477,1024,734,1
6329,10561,0,0
902,2965,993,1
29927,6202,800,1
26521,1656,855,1
7690,55846,0,0
6129,6227,957,1
153020,10312,0,0
6627,5356,958,1
3068,51290,0,0
5700,7311,800,1
23191,10163,832,1
3190,5935,732,1
2993,23200,0,0
57829,149076,0,0
10658,3183,807,1
6132,6152,961,1
83884,84225,0,0
10668,55270,0,0
10670,8649,998,1
5052,6647,798,1
988,79026,980,1
758,5394,0,0
55257,84433,0,0
133522,4686,800,1
26168,4343,787,1
6599,6601,847,1
23480,6234,800,1
10361,57101,0,0
29928,27248,0,0
6181,9045,961,1
81929,54149,0,0
151888,8764,870,1
27231,10390,0,0
6907,6603,845,1
6617,327657,0,0
6059,6135,800,1
1265,4193,0,0
23524,55660,864,1
222663,24141,0,0
22873,5525,810,1
27133,8793,0,0
51513,3433,0,0
10469,6342,819,1
113251,26253,0,0
523,477,811,1
5291,10634,0,0
23212,9221,784,1
9267,81492,0,0
6142,6175,953,1
6331,553,0,0
5689,5696,970,1
57794,6342,819,1
78989,3048,0,0
55290,55814,800,1
23521,56704,0,0
2162,122961,0,0
4201,9972,810,1
9785,10569,809,1
10952,9349,800,1
28973,7818,997,1
55770,988,980,1
7345,283518,0,0
10717,22950,0,0
6165,9349,963,1
22872,10427,855,1
5686,5690,973,1
27031,5551,0,0
25873,6155,961,1
128822,2247,0,0
214,92304,0,0
1073,8659,822,1
7388,9167,816,1
84181,222642,0,0
158471,51046,0,0
1155,201176,0,0
6205,6141,961,1
94233,23704,0,0
3075,60673,0,0
8751,5836,0,0
84946,6207,800,1
1101,79718,0,0
84062,282991,804,1
79915,5984,826,1
145741,28952,0,0
51022,10637,0,0
23451,7803,764,1
51642,64975,935,1
6601,988,980,1
10220,1271,0,0
57181,2936,0,0
55102,2175,0,0
4738,9039,870,1
2770,2773,945,1
26577,10769,0,0
128434,8997,0,0
740,118487,800,1
3916,9406,0,0
858,80124,0,0
57795,339479,816,1
6165,6193,884,1
11321,2643,0,0
3064,55191,0,0
51608,8266,847,1
6790,6897,820,1
54766,2327,0,0
1432,23363,752,1
125950,2161,0,0
50859,2266,0,0
9146,8027,872,1
6232,6130,959,1
23560,84154,802,1
84101,6382,0,0
89848,8737,0,0
6634,1207,797,1
10898,53981,831,1
4085,9587,870,1
65123,57117,993,1
27012,29086,0,0
28511,5172,0,0
64375,22806,900,1
23224,25777,858,1
6133,6175,954,1
4016,5583,0,0
81603,4204,0,0
2639,98,0,0
1063,51332,0,0
23179,2705,0,0
79090,8453,0,0
29935,55094,0,0
4249,5733,0,0
8645,23170,0,0
6146,6133,963,1
169522,10891,0,0
55236,11171,860,1
245972,527,855,1
50838,1054,0,0
3980,148113,0,0
84950,3550,800,1
5160,51667,0,0
143689,171558,0,0
51455,7316,859,1
81031,81491,0,0
4720,4706,800,1
6224,6204,807,1
54623,123169,900,1
5644,3849,931,1
51098,150737,819,1
51691,9128,874,1
23729,84668,817,1
8476,2306,0,0
6625,9958,0,0
51466,8270,0,0
283209,5368,0,0
988,55898,980,1
889,10062,0,0
476,54499,817,1
6191,6139,957,1
29882,8881,998,1
2188,2175,993,1
10969,57062,873,1
4355,2207,0,0
2962,6059,0,0
22981,632,0,0
595,1019,993,1
3312,51593,764,1
55568,6207,0,0
83540,118,0,0
58517,3131,0,0
7434,5158,0,0
5438,5430,980,1
285315,8575,0,0
2771,54331,870,1
56934,5680,0,0
7317,136319,794,1
1750,220001,0,0
5709,5701,961,1
8189,53981,832,1
54619,63027,0,0
84648,3003,0,0
6125,6207,927,1
83547,84667,0,0
10203,7181,0,0
6206,2197,960,1
55964,5414,869,1
7531,7534,850,1
84365,6210,795,1
23212,84154,852,1
11127,6676,0,0
6729,6155,800,1
8493,53918,0,0
92667,2313,0,0
10105,79035,819,1
8546,27043,873,1
26258,29123,0,0
5876,28978,0,0
84661,9972,817,1
84844,57658,0,0
118,89886,0,0
5591,5111,737,1
6170,6193,800,1
9249,124925,0,0
988,6160,980,1
5896,115019,0,0
29927,6189,800,1
5664,51107,993,1
7314,8027,800,1
3084,6576,0,0
6059,6161,815,1
54892,644139,0,0
199786,22808,0,0
5516,3476,878,1
9364,7272,0,0
8233,23451,801,1
6218,6729,800,1
2339,54551,0,0
9416,51319,710,1
22906,8668,0,0
6205,6059,800,1
27159,7803,0,0
65059,23381,0,0
205,2941,0,0
988,1654,980,1
1747,25758,0,0
27253,6695,0,0
5939,54498,0,0
9045,6207,962,1
1659,10594,800,1
6138,9349,962,1
1615,57019,867,1
4513,1350,993,1
84299,1718,0,0
3257,1758,0,0
9896,50649,0,0
6629,6635,919,1
6138,6201,962,1
6138,6152,959,1
9716,27339,931,1
57616,11043,0,0
3437,3440,864,1
8636,6827,0,0
84545,10884,907,1
10641,54583,0,0
11100,570,0,0
6164,6224,811,1
127540,66036,0,0
253559,3631,0,0
3482,50509,0,0
7314,4077,835,1
9411,4814,0,0
9138,2289,0,0
64783,29890,822,1
2547,7520,970,1
65003,9801,961,1
54733,8638,0,0
6631,5937,791,1
83650,2778,0,0
84639,79896,0,0
9202,23569,0,0
65056,4645,0,0
80314,10524,832,1
51602,10607,866,1
651,79654,0,0
55696,23524,800,1
23244,23047,959,1
7044,10588,0,0
79799,329,0,0
7169,4621,838,1
10902,283150,822,1
6633,11157,939,1
255738,200407,0,0
80274,121340,0,0
90990,59082,0,0
302,8880,750,1
348932,57571,0,0
117144,8818,0,0
374291,4720,979,1
10094,10095,993,1
1282,6005,0,0
28998,54998,812,1
10535,873,0,0
9775,7919,855,1
26002,5810,0,0
80339,5089,0,0
4116,9939,998,1
7520,11253,0,0
3643,723961,800,1
51499,3043,0,0
6222,6155,961,1
6124,3921,962,1
6827,5441,800,1
51719,59286,835,1
245973,534,827,1
2747,4066,0,0
160364,50514,0,0
6701,90459,0,0
10945,51057,0,0
24148,988,980,1
6184,27044,820,1
51602,23212,820,1
27236,27350,0,0
9782,10802,0,0
23197,7846,860,1
8318,22999,0,0
4846,2103,0,0
58504,5927,0,0
57187,727936,0,0
5683,5693,961,1
11198,9557,764,1
6142,26354,775,1
51204,221711,0,0
340371,83857,0,0
3587,3419,0,0
6137,6134,874,1
2091,6193,795,1
6132,6125,936,1
9491,5698,789,1
50614,55331,0,0
23223,9814,0,0
613,5294,708,1
219988,8028,0,0
28998,64968,800,1
163351,4900,0,0
5481,6236,0,0
10159,7205,0,0
5577,5567,791,1
10524,9643,811,1
890,51592,993,1
7385,4718,800,1
8111,4968,0,0
9533,84172,818,1
6950,11276,0,0
10810,2128,0,0
51295,83858,799,1
54658,54657,993,1
9219,1108,943,1
931,4154,0,0
57795,2537,0,0
145282,2180,0,0
55323,55506,0,0
869,665,0,0
283600,84062,0,0
