id	num_of_genes	pos_rel_genes	neg_rel_genes
D015057	5	1084,222584,64067,121256,54600	3490,729857,3993,123263,55083
D015054	39	330,847,6347,6364,942,64581,1437,1499,2919,3576,2215,2512,3458,3586,3592,3593,3553,51561,3565,3569,4316,4353,653361,4688,4792,5321,5322,5473,5743,140885,23657,6850,7097,7099,7124,7130,7132,7133,331	23406,1203,10743,2592,705,2243,55602,2981,167691,8989,25893,27128,204474,728441,10154,10451,6503,1558,51428,11178,140459,221178,7447,7036,116154,54805,204219,1052,1013,23235,4053,2308,3707,84440,27143,2997,143941,56915,11198
D010575	115	5243,108,79602,9590,210,26060,367,384,773,776,59285,825,847,6348,8851,51142,55349,1111,1363,1380,6374,1586,1565,1571,139189,1871,1956,2065,2068,2099,2167,2197,2353,11211,1647,2597,2641,2773,2863,2936,2944,2950,2952,3024,3480,3482,3537,3596,3556,3667,3673,3685,3725,3727,3759,3780,3912,3952,56891,4035,7804,4255,4292,4544,4609,55672,100132406,149013,400818,8440,4741,4772,4804,4810,4842,7376,10062,7025,2908,3164,4953,4968,4978,9060,5241,5315,5444,23645,5521,5582,5583,81490,7803,5780,5915,5923,5966,5984,6204,6207,6217,6223,84870,5054,4090,9021,6934,7068,92609,7128,8633,7385,7477,7484,7515	140767,140885,83417,57414,5956,10742,11060,10423,54918,201456,1512,9520,340168,137682,48,57560,51691,11073,150696,27287,118425,23466,27330,5724,259232,677766,311,9110,286133,1975,10328,4488,25764,6130,10343,84618,6996,3848,23657,27121,100134934,11128,27098,23436,2219,59342,7512,2206,84365,9019,6754,3824,65109,117177,5709,122618,64769,4054,53942,4126,2050,10980,26191,64425,152110,2591,3560,4815,51241,657,64919,11077,5883,5514,255022,3739,116372,84612,266812,245711,23770,7123,2993,79722,54820,2812,23220,5095,10389,1392,11054,5892,5409,81562,5599,6480,8320,29947,3199,143384,4645,25852,10345,55821,8820,9843,8914,8987,1307,5365,9162,25996,1295,1857,2891
D011739	15	836,840,841,842,1508,1559,2353,2950,3014,3074,3135,3558,113235,55244,146802	8546,8120,10451,125997,1176,5587,5579,3117,1593,50506,8776,7453,55728,26118,2069
D011738	8	3576,2152,3269,3827,5594,5595,6582,6532	23270,80177,5292,7874,11120,4124,81285,1647
C032038	7	1583,1586,1588,3292,3295,3284,6770	1443,593,200734,127534,26039,200010,389136
C112528	7	6352,3627,3576,3565,4792,6772,85480	5015,4110,11252,255738,946,3205,27161
C032036	6	210,3576,3303,3383,1432,4780	3241,22907,91977,36,4905,2547
D011224	15	5243,9429,148,147,150,841,842,6352,3576,1543,2335,5972,6580,6582,6581	25942,147948,11068,9562,375,2324,201255,57459,80279,23347,3075,29894,29992,63941,4582
C005151	3	43,759,760	256933,7200,55799
C005409	2	2950,2908	79706,2189
C005406	3	7184,3309,3315	79818,2632,25885
D003287	4	2308,5594,5595,5292	587,83882,117248,10951
D009822	9	5243,969,1576,3558,4773,4792,8856,5580,7442	54859,143279,1259,23568,1070,4909,171484,6628,4588
C576262	6	9370,1576,3630,8856,5465,5468	23621,57590,1977,91975,26012,133482
C576261	3	1576,8856,5468	2036,27130,23362
D009828	37	177,57016,9474,581,596,8678,332,836,841,842,847,595,1026,1544,1576,151306,3065,3146,3383,3630,5594,1432,5595,5599,4313,2475,4780,4792,142,5290,5052,5728,5970,6401,7124,7150,7153	57634,5394,10248,84249,25921,57453,10970,116379,57727,27071,8471,5232,9912,51728,283358,51517,339,8537,27161,90865,2195,80333,492311,669,2281,51311,219623,4864,6663,85477,8508,115548,8989,22917,2624,3151,255061
C576268	9	367,567,572,836,841,842,983,354,142	55102,57658,7097,4053,117289,90187,2125,81033,84955
C077584	7	1543,1544,1545,1557,1565,6817,6818	2826,9681,55586,6274,8930,197342,113091
C085746	70	25,38,10533,578,581,596,598,8678,330,836,839,842,595,896,952,1019,1026,1050,9076,1364,1277,3576,1588,1649,1956,1977,2353,2729,9518,2922,3162,3190,3309,3440,3558,3725,5604,5594,1432,5595,5599,5601,9261,8550,4282,4313,2475,4780,1728,4922,100506658,4953,142,5337,5359,5468,5580,5588,5617,5743,6648,412,7020,7031,7039,7082,8795,80329,7422,331	55753,117245,117583,252995,7544,51729,64241,80007,8228,203286,1890,7592,91754,91768,23155,116511,10781,221074,60487,3002,114132,147011,51665,3687,54210,27123,79019,55009,63979,9985,55364,8872,80852,7538,9378,9394,29094,4885,84283,54751,5257,26084,406907,8368,66036,56776,2862,22894,5700,2657,284656,9023,9722,29844,6103,10841,81605,54606,3674,4978,1519,729582,79039,5655,1462,65982,3381,4064,11129,56729
C504383	31	60,728,811,1312,1588,1581,1915,2099,2100,2207,2597,3303,3329,3383,5595,4321,4350,4437,8856,4942,5327,5451,6155,6223,6189,6201,6652,6817,7043,10376,81671	10063,285782,7541,3710,7462,3047,53916,90203,10291,745,5552,6191,1027,26133,2702,3725,64135,797,720,389170,55699,23237,124221,1629,8241,57799,130106,9663,89853,84720,8650
C051360	3	134,135,136	259232,9441,29953
D054833	2	79087,283455	84922,8115
C561228	3	6328,6329,6335	9972,55240,90293
C505382	2	5243,4792	4477,1947
C576198	2	1066,8824	407047,166929
C519562	2	79923,6657	10057,8467
C011309	4	142,5578,5579,5582	6715,4013,7775,56896
C427824	2	5241,6462	57121,4664
D043844	2	759,760	29923,2101
D008999	13	43,196,328,1543,1571,1576,2950,3725,3980,4780,8856,4968,142	151306,2676,153562,653677,200407,729582,8671,5532,5376,60437,4204,1983,201161
C510784	122	154,9590,272,283,51129,288,290,118429,8416,50649,148229,570,654,768,80323,885,1490,4856,29126,1604,64866,1014,1052,57214,149111,1264,1305,1436,6374,3576,1583,9201,54541,23268,2150,2243,2244,2297,2302,94234,10468,50486,2669,2705,3037,3081,8739,3589,3553,80760,3773,3778,3851,81606,3957,84894,9388,57121,54742,79772,399959,4312,4493,4501,4688,4744,4778,9572,4907,4923,78990,5166,5174,22822,5328,123,5420,5581,5624,5743,5801,5806,23475,25780,5997,6038,27289,221687,9252,860,6288,148398,5271,5176,57713,6422,6424,6440,400745,53358,55117,9056,6590,54498,8877,55808,8614,6820,7018,7052,25907,140738,120224,8718,7134,84951,84969,388630,7424,7429,55339,9839	3205,3029,7940,51523,113174,4060,54477,7026,10412,6152,3786,56938,10294,4324,5902,9698,5027,5346,79661,51699,168400,27347,6645,641371,11135,84233,9943,26610,128272,79058,113419,57628,51738,445,6447,3094,57167,6142,2918,22802,28982,79068,10272,255488,3849,2665,8508,2128,89765,2657,90007,3042,6223,3765,8985,6768,26088,9779,9520,80216,1778,1428,79695,5443,9317,55716,80055,84340,5996,6570,9632,23253,3232,27237,114815,4314,3882,2048,56242,8820,2864,497189,57834,8000,51027,1460,1649,10134,55670,9584,337876,8823,339983,8034,5250,7844,3013,10591,4935,4091,292,79176,51614,7534,1388,54600,26060,6890,124801,24145,10525,10666,5528,22909,123811,51621,4641,3071,10081,7150,496,4862
C510786	2	1869,4609	54187,7093
C020627	4	367,2100,5241,5468	196500,339287,23384,1267
C049826	4	216,217,218,836	26137,3557,3797,57799
D012428	11	308,572,836,842,2931,2932,4193,4194,142,5366,7157	125965,23350,51291,65018,3135,3455,10424,84259,2523,57019,1212
C441128	3	3630,3643,5770	80129,10096,1316
C000599178	3	836,841,842	9295,9967,6118
C000599179	10	10533,8678,637,836,841,842,1508,1522,6194,8878	4653,56940,1284,26033,121601,29937,56981,9153,4879,81493
C500716	2	1956,1839	10332,8445
C482678	3	4985,4986,4988	57678,22879,5798
C000601815	4	2353,3725,4792,5970	30816,55223,9980,6203
C040081	2	1576,1577	171389,752014
D019258	18	5243,8647,4363,1244,213,22926,842,1543,1576,3111,3134,3309,3569,3630,8856,6579,9899,7124	51635,266743,387597,57018,360,10434,5308,84159,6629,84969,11012,4322,57502,51602,571,402665,5223,8233
D019259	67	59,60312,213,440,445,467,665,833,838,890,892,595,9134,960,1022,1026,1027,1028,1031,1281,1312,1633,1649,1719,1906,116496,2617,2619,2993,10456,3440,3458,9466,3755,9314,3855,8942,3914,4141,4312,10797,4846,8473,5106,29968,5933,5934,8767,6509,6510,6580,6582,6581,60386,9154,1317,6520,6532,8614,6917,7040,7076,57761,7298,7306,7453,8565	417,8891,22914,285175,1562,6764,55588,7691,100048912,51087,11320,636,9360,56603,9889,1869,160287,28513,51060,51006,6320,80854,55344,9902,55156,5507,89891,5962,55854,55632,50509,155435,55859,9790,5824,29985,51335,4848,4838,11167,368,7936,83875,27179,8823,540,259296,26266,84528,6205,100302691,129446,8504,6943,11085,1544,54535,6868,11097,2528,3184,606500,375616,51619,1610,103910,79879
D019256	1424	16,57505,132949,5243,10058,23457,4363,8714,9429,55347,83451,63874,10449,31,39,2532,48,10005,2180,59,60,102,101,56999,54507,11033,111,127,130,22850,140,54936,154,165,84632,375790,191,113146,196,10598,84883,203,50808,205,9590,10327,231,1645,1646,8644,10000,210,214,5832,216,220,224,4329,501,223,226,84920,59344,249,259,154810,283,284,51129,27063,26057,81611,290,118429,301,311,302,306,308,91056,317,320,83464,335,27350,351,26060,54840,367,372,10564,93663,9411,394,396,9639,9181,400,403,10109,407,55723,55870,440,259266,23245,29028,466,467,468,115201,472,286410,476,487,490,491,523,84126,6310,9212,26053,573,9531,85316,10458,580,581,9031,582,56987,4059,8537,586,596,597,10018,440603,599,604,627,55814,8678,79656,633,8553,636,23299,637,274,642,90427,650,652,653,664,666,672,675,7832,28970,83638,91574,10485,138162,84909,84267,761,81617,774,143384,27101,800,811,818,10645,822,824,826,829,23589,833,843,835,838,847,857,858,55246,6361,6362,6347,6364,56477,6352,1490,4856,8840,8900,57820,595,9134,901,9236,1230,9973,10576,22948,135228,977,10421,8555,168448,991,996,9578,55536,55143,64866,1006,983,728642,1017,1019,55755,1025,1026,1027,1029,1030,9425,1050,60677,1063,401541,9662,55165,9702,10390,91012,1073,1081,57530,1101,1106,1108,1114,29082,128866,92421,166012,27141,10370,1158,1159,1181,1185,9076,9069,10686,9075,1364,9073,6320,1047,79745,1207,23059,134147,1266,4850,163882,1270,1690,1277,1278,1281,1282,1284,1289,1291,1292,1293,1295,399948,81035,11151,23406,4513,55313,1374,92359,27297,1385,153222,83716,1399,1413,1429,1431,51380,1437,1443,1452,1457,1459,1474,1475,541466,1491,1495,1496,8727,1499,56259,1500,56474,1075,1514,8454,1523,2919,2921,6372,3576,3577,7852,1535,1536,54205,1583,1543,1544,1545,1571,23002,1601,153090,7818,1612,1615,117159,28960,23576,23564,1642,1643,1649,54541,10521,57062,64794,7913,57706,9249,55526,85455,1738,9787,1745,11144,3301,3300,4189,56521,79962,1773,1774,23268,1786,1788,1789,23549,91039,1809,1810,51514,1847,1869,10682,1906,1907,8411,1917,1937,30008,1942,1946,1947,1950,1956,1958,84285,1965,8894,1968,8665,1977,1984,1997,2005,22936,2012,2023,2026,2027,58478,57089,57634,23136,54749,1969,2044,2050,2056,57119,2058,2065,23085,2067,2068,2073,2078,57222,2081,30816,2098,2099,2109,2114,60412,23265,118460,11340,2146,50848,2149,2184,642273,23196,84140,83648,54097,84985,10160,355,2195,2091,10516,2200,26232,26263,200933,26270,23291,2220,2224,2232,2235,2241,2251,2252,2260,55277,2268,2289,2323,55640,2335,23048,2353,8061,2355,2309,4303,341640,6624,2495,5349,53827,55632,2539,23710,2571,1647,4616,10912,2584,79695,2591,2597,2617,2619,57798,2632,2634,2730,9245,9518,2664,2668,2670,85476,81577,9837,84296,10804,2734,2745,10539,2766,2770,10007,132789,2799,27333,64689,2805,2806,10223,2820,2852,10243,10457,53836,114787,2873,2887,9380,2868,2931,2932,2934,2937,2941,2947,2950,2954,2966,2969,8225,8971,3029,54801,3055,79885,10013,3068,3280,57801,10614,11112,3091,9026,3006,8334,8358,8355,55355,81502,3159,8091,3156,10042,3162,9987,3187,3188,11100,3198,3206,3204,3223,3232,54979,9956,7923,3283,3297,3320,3326,7184,3303,3304,3306,3308,3309,3312,3313,3315,8988,3329,10553,3359,3376,3383,3399,3400,3417,3420,3423,8870,10581,10410,3458,3479,3480,10644,3485,3486,3487,3490,3495,9641,8517,3586,3596,3598,3603,3552,3553,9173,3558,11009,3562,3565,3567,3569,3614,58493,10527,64768,128239,3664,79192,10265,23479,79763,51477,3672,3676,3678,3682,3684,3685,3688,23421,3691,3693,3696,50618,3713,182,3714,3717,3718,83700,3725,3726,23522,3736,3752,3759,3780,3785,375616,55818,26153,3798,3833,3815,4254,51274,687,400506,3845,3861,3866,3868,3875,3880,3852,3854,286887,3856,284217,3909,3914,3915,27074,55004,10314,55353,51574,51520,84648,3934,138307,3945,3952,3956,5641,79727,3988,29995,4000,4001,84823,4016,4017,79888,23175,116844,4035,4037,4043,220074,4048,4052,4053,4054,26046,4061,4066,4069,4085,9223,378938,10905,81631,5604,5605,5606,6416,5608,5609,1326,79884,5594,5600,6300,5603,1432,5595,5596,5598,5599,23542,5601,9261,2011,91862,375449,4145,4148,9782,4162,4163,4168,4170,4171,4173,4174,4176,79648,4193,4199,54797,6837,8972,4247,4255,4256,4257,10367,406947,406948,406953,406979,406988,406982,406991,494336,79003,83881,4288,8079,4312,4319,4323,4313,4318,4331,8777,51678,4357,9902,259249,84245,10573,4436,6307,4493,4494,4495,4496,4499,4501,4502,4504,9219,92140,4520,10588,10903,4543,2475,89853,4609,4625,4637,10398,4646,80155,10135,54187,4674,4676,4677,55672,100132406,9918,54892,653361,4688,10499,8031,23413,10397,4713,4739,4763,10725,4780,4781,4784,4790,4792,4804,4807,4811,22795,60491,51199,4814,8508,25934,114548,4829,4830,8382,55035,4841,4839,4851,4855,9520,255743,1728,4893,9315,3084,4900,51251,4907,4908,4913,28989,84284,4916,9891,80224,4925,64710,10726,79873,23279,23511,8021,4928,4942,4948,100506658,4968,55301,10562,4976,4991,93129,10956,114882,29948,5008,5013,54995,5025,5033,8974,5034,11252,51702,5050,53354,9060,11315,23178,5079,27250,10081,10846,5154,5155,5156,5159,64714,2923,10954,10130,5166,9124,9260,8566,57026,375033,553115,5184,5210,5217,5223,80055,79605,5225,5230,25796,57115,5241,9749,84844,84295,26227,5261,23612,90102,29085,5284,5286,8395,8544,23761,23760,26207,5315,29941,84647,11145,9373,5325,5339,59338,10226,10769,5366,5373,5378,10908,55163,10714,84271,54107,10621,5447,10631,5468,10891,5473,8496,5478,9360,5494,23368,23645,5515,5518,5519,5537,9055,59335,5052,9588,9581,5562,5565,51422,5573,10196,5621,10544,27339,9128,5631,79056,29968,5663,5686,5689,5719,9861,10197,55269,5728,22949,5742,5747,5764,7803,5793,9232,5820,11137,5829,5831,5836,5697,9444,51552,57403,25837,5869,51560,23637,5875,5879,5880,5886,5887,10111,5888,10635,5889,5898,10267,5920,5917,9462,158158,11186,5932,10432,55131,5939,51634,5950,5962,5970,5979,57109,5984,117584,26575,57414,23221,22836,389,57494,8780,6016,80010,27289,79589,6051,6738,54538,6119,6120,9501,58490,6204,6223,6229,6233,51065,6194,6197,6198,6241,50484,23223,26156,65117,23168,860,6256,6281,6282,6280,1903,6291,6295,6297,89958,23098,6301,163786,6303,286205,9522,6447,23753,9632,6398,7869,10501,29843,26054,4735,10801,26135,5265,1992,5055,6317,5271,5054,5270,29950,27244,6418,23064,10262,2810,6423,6446,130367,6461,8036,6478,400709,23411,6502,6556,4891,84561,9120,6509,6510,9356,9376,10165,81034,11001,6513,66035,6515,29988,7779,7780,64924,1317,27173,23516,29985,64116,6520,124935,23446,113235,9498,11254,6534,6536,23657,57709,6545,8140,6548,79811,4087,4088,60682,6595,10051,79677,6606,6611,6525,57154,6615,10302,27044,100507246,692088,6631,6638,8724,6647,6648,6651,6652,50964,6667,11262,6678,374768,6690,124976,10417,6697,10252,8878,6714,79644,140890,153443,57522,6732,6733,6427,140809,8082,6767,6482,56910,6772,6774,79689,3925,81551,2040,23673,55014,6809,10923,8803,8802,8801,55959,25870,54823,8189,11276,255061,8148,79101,8407,6888,57551,6897,79718,6926,6911,6916,7019,7027,7029,7037,7040,7041,7042,7043,7045,7046,7048,7052,10618,7057,7060,10245,7076,7078,27283,257000,25976,93643,7082,7086,7094,4071,340061,23731,79041,55151,55076,120224,7112,7114,160335,7124,7127,7128,8795,7132,7133,8744,84951,7153,26092,7157,9540,94241,8626,7161,53373,7167,7168,7169,7171,11076,7178,29896,7186,10906,51499,10626,80128,131405,114088,7204,9322,55621,7249,8848,10102,23554,7264,7268,8458,23170,10381,84617,7291,7295,25828,84817,10190,7296,7298,7317,10422,7314,7316,11065,7323,9040,7334,652995,7345,7347,7371,90226,23376,7357,7360,54658,81605,9100,8237,9097,57646,10911,9218,7415,7416,7421,7422,7423,7716,7431,7433,6944,7444,79679,7450,7453,23335,7471,80326,7472,126374,80014,7498,7507,7508,64328,7515,8565,64848,7531,7532,7534,403341,253461,55854,84240,6935,7538,51663,7543,64393,116225,7690,7718,7767,7775,91975,79692,147686,10224,84146,22834,144348,7639,54764,55055,7791	26235,205428,414062,10331,3760,55901,84988,10427,11052,327,51304,22927,344018,199786,1823,25894,23112,3839,25893,1209,10533,57451,1800,55915,11214,8444,84684,2762,147657,55808,56934,3656,23179,152926,735,80019,162979,8754,23558,9699,7786,23086,80774,51465,8798,117246,55540,9538,2134,4192,64375,6585,64859,388336,949,2687,2059,2695,8893,3233,125950,2189,51177,91010,10320,11045,10261,56957,11149,9910,5826,64850,57721,4927,153642,92342,10735,2965,9146,137902,55275,54518,55902,10045,10439,9567,196047,272,26994,4124,1388,85441,389136,4798,9486,23683,57623,81579,8202,1184,1303,8528,80201,5683,23141,57554,6950,10524,23258,5433,25949,54495,9390,51654,161823,11094,147409,56922,3595,984,3442,92291,5906,7142,8578,6640,84680,266,1286,84299,8050,54996,83931,6263,81030,6048,1582,26958,911,5341,8910,57157,11004,64419,27072,2039,5718,3083,22914,10193,64072,84666,56936,8492,57084,8863,7335,22928,3021,3751,594855,118672,22796,358,5198,285220,8797,6906,6623,10157,132,10960,129401,10845,5133,26470,23071,57337,57717,10513,2911,84057,200205,7512,79136,8564,54505,4534,51088,389362,55210,10535,341567,3087,6207,22977,80208,5027,8747,80328,4857,55704,3806,221656,113278,79867,387082,5520,5650,9493,4774,64421,6129,3929,114757,51466,25833,284076,9583,10936,25937,55612,4137,79845,50488,55229,5004,10351,81796,50626,23011,79603,3910,10038,10538,9491,3810,407024,9877,2913,4692,55559,127294,55036,11202,10987,54933,8930,72,1140,23043,5257,10781,5310,11164,9926,79178,50833,51651,55789,51175,80005,56165,80741,8409,11060,91074,9334,51234,51533,2041,2515,128408,131377,8634,375387,90864,8740,58531,5691,114770,347732,2691,9487,51135,117248,173,6388,152831,9770,25771,959,318,196500,57147,26088,64895,51227,2784,9636,27,10655,622,5499,932,282996,11035,23566,10575,140886,5294,83851,114908,58484,54954,7552,150223,317749,961,79148,89832,9693,255043,100529264,53635,9085,2567,359787,81671,79800,80323,4437,6470,79646,8674,91646,1994,85443,26224,51660,89848,6660,116447,51090,23225,27183,4308,22900,5771,8022,58495,51160,3993,58530,1008,54207,5346,3061,54881,55565,1849,10884,4958,51374,80157,85417,388531,10138,84272,7478,388228,131870,3217,9774,54935,1434,154881,65010,26027,645369,8352,9353,427,9885,80760,9050,26022,9873,54878,55973,151647,6614,5092,79626,1716,30062,53340,11103,3620,8447,8048,6874,8527,2891,10094,793,80025,81492,196374,23529,84275,201255,4716,275,29969,8970,3106,785,80352,55010,115106,255520,54760,2967,26001,55972,10477,3109,163183,27085,4056,84941,84232,26050,4112,1306,64168,87178,10658,10011,9585,128602,23435,56339,54516,64098,22828,1178,5458,64374,8987,348938,126205,55669,2869,6861,23788,117532,80852,7407,55259,342371,9500,784,51661,3175,162394,100048912,56949,165530,54514,4802,119391,51214,6687,4057,23767,11270,64231,84669,54896,91746,7805,51205,23072,85439,441061,80237,1587,5553,114112,3362,123,79400,10142,23779,399665,4952,5069,7405,83597,5980,56164,29015,79065,28234,5911,57491,6499,150094,29926,10017,9748,9070,644,90161,347736,84938,1058,5588,65985,2560,1002,5624,57060,1145,83447,55716,116173,29766,55512,51134,26136,221935,2935,9495,2811,64979,51099,55867,57523,258010,724102,112574,84818,4975,55521,9064,138428,26123,23308,134265,91647,9984,9564,139212,8927,56993,285955,118442,51299,85329,25873,8233,55966,1051,810,25886,146894,9895,9794,114990,10637,3184,93100,5053,23568,4064,23604,9342,6390,1815,64766,594,9658,115294,64849,3371,57829,3950,611,5137,11182,5593,26996,85458,342979,11236,26811,113174,124790,56253,378,8493,55799,2787,10352,51611,79074,6688,112724,55135,374407,9354,1361,5991,56659,26952,10865,92715,4179,3872,10746,54442,7025,2648,3667,51562,84624,29851,6549,5153,84173,5164,28958,27304,65083,80179,5090,10765,1446,80746,201456,11267,2138,55325,57654,91151,126668,284654,9604,25901,58498,2741,169714,282616,602,55812,22869,828,79723,1819,28964,8814,5371,9325,8936,143662,79442,126393,3226,2889,55287,146279,29108,3135,10529,80714,314,51073,245802,353132,3360,57519,25956,374918,2897,84504,148362,113540,55832,9828,10316,6092,720,65264,51109,57396,84262,10947,9907,6804,57459,23276,7141,114971,114801,3337,79776,1107,6374,54546,84570,171023,63971,55859,393,51031,9620,9961,6169,4239,6144,90199,22856,1758,90410,885,26521,55872,389421,54839,5590,1915,137196,9731,100131827,10451,112939,90527,117178,10795,5800,3431,4848,57572,51067,5436,2310,134860,146223,1201,117155,22827,84309,83440,10228,5581,534,1768,1954,118788,83551,55729,8658,4820,85444,9976,55299,3142,81693,11178,9333,10982,9177,139538,51442,6323,84913,7352,377,80232,3808,9318,374654,5504,10771,6730,6868,4618,54579,5301,284252,26278,2554,80218,9610,100144748,55667,221914,93145,23036,27091,5741,5973,83853,145264,475,29796,27229,55034,2274,10021,199731,84249,80270,2739,51594,85457,24140,1124,80198,9111,93649,58496,388698,9033,415,23187,93986,10567,10291,85406,114,23409,80705,2828,27434,1660,7565,406928,2737,4440,733,84643,27253,4703,4435,319,9362,5075,9319,80144,23022,5602,84002,8340,1213,753,248,55114,29842,8165,6814,5526,9980,3416,7884,2250,23659,51747,199223,3761,493911,1590,152100,80777,5634,8510,11213,10148,2188,10175,9101,374454,10879,54360,54539,279,29970,2984,10363,5252,1366,3439,2908,80725,54602,54620,26151,9559,10170,83604,1742,129563,11322,1662,94101,2029,55335,23177,25984,57479,8394,7549,8629,56603,9415,9344,8906,404281,7018,60485,11184,84465,28,2054,670,170575,339983,84466,1674,3860,3963,54432,701,79016,57524,4624,89866,197259,9675,9453,3568,55363,4090,155061,51025,1670,1307,29089,26220,3238,57822,3892,9470,27095,56898,23495,9530,64285,5358,79803,22821,56902,79643,83593,4922,552900,2853,9048,253430,2328,84223,119180,10076,7001,6330,79647,4102,167410,5657,1448,6671,7188,9638,4685,51130,230,3113,79091,25928,5971,10941,197131,131368,128344,8660,2693,51699,80012,4352,134864,140767,8273,1908,5877,9917,10630,140836,79084,9180,9625,7993,27022,2210,13,10716,342035,10890,8348,5725,5617,399959,84955,81566,9271,51384,86,57038,10687,1325,325,8536,55968,5424,8498,9914,6656,90342,49,28908,283310,84928,51282,6311,7546,6037,333929,9785,4063,8315,8412,7473,11264,56953,58487,752,780853,64786,2786,114569,92609,84340,1821,8568,339896,653121,57605,757,550,81565,286,158,696,10436,377677,51601,30844,84268,22994,4245,23643,6579,29986,56915,2103,6284,27112,84518,84691,64801,7080,7428,54738,55742,56344,9499,11146,595097,55665,5145,8992,57105,51547,1839,28442,286256,65980,8745,245806,3107,387254,51117,10389,55317,85407,55691,51673,376267,3340,80308,50801,395,51176,84656,56941,55795,9406,30818,54862,221527,22885,1798,79026,54536,25851,23277,7541,50854,55805,10438,9847,8398,7862,2802,3627,57552,5370,9886,11332,254042,4707,1149,81606,653509,11335,79852,1195,8284,1778,4060,55137,2859,3352,23135,7940,57864,8735,196403,117854,51406,6649,199974,2570,7564,7185,54622,221035,1504,171483,339559,9172,1961,5532,313,29904,3141,6538,90523,65003,54795,79085,2783,387,711,50649,131118,11013,6619,122416,121340,138474,51773,6932,81850,260429,29980,83639,10391,388389,64843,10661,149233,155,643246,79728,4751,25818,5627,56254,90381,656,7062,5995,3248,7813,93035,54715,4110,55844,29978,26469,6582,2671,5936,26783,55869,5017,8479,51103,10585,6101,9301,3823,57092,10517,3964,53840,10949,5646,8531,79813,9467,7443,9985,10873,57662,79585,11099,79042,27288,27247,5644,79882,51188,2308,116840,5582,741,10877,55607,54940,6591,147948,120526,346562,53371,26471,85365,80311,2009,4237,84102,81623,9927,29761,83732,7175,5536,53407,11280,2669,374955,55130,122970,122060,151295,3741,340554,51015,116988,1045,164781,51363,4943,85378,55684,5327,8874,8543,9013,25798,6992,6507,653145,22932,5976,84901,6231,126272,10276,3778,6945,25855,8807,23729,79956,2255,57695,4988,400500,22858,55105,6156,57539,10462,57282,11339,200942,5253,4883,26064,10072,5032,3775,1889,51232,4548,24149,353299,2548,26504,8239,54934,23316,91624,403314,27178,7469,57763,79783,10699,11316,245928,51527,63982,51133,9294,6015,100506164,79191,147495,4259,3267,116071,22934,1410,168451,23328,1241,26166,79736,9475,1123,8323,91754,161253,8938,2673,25913,11086,6155,7918,2547,91942,10236,53826,8790,148979,123041,9355,29124,11107,2971,55687,407047,343450,255488,150,54926,192111,6209,28956,6351,3612,5770,55970,7691,79893,84687,79807,2782,978
D002599	6	836,841,842,4609,142,6462	27032,89832,84940,718,8509,2632
C031071	5	128,9076,5468,10891,54659	84792,665,51266,55089,374768
D017367	2	3350,6532	64881,4660
D002045	7	836,842,3753,51305,3784,5742,5743	57154,29970,5711,83666,8861,80258,7462
D002047	11	1558,1565,1576,3558,3565,5594,5595,4985,4986,4988,54658	5239,5037,89886,22916,1676,54503,9646,22802,84733,5260,8543
D002594	7	3576,3552,3553,8856,5743,5970,7124	55035,7268,124,4541,131034,7272,948
D000078328	7	1576,2554,2555,2557,2559,2560,2562	847,5414,23136,384,54959,482,80070
C010302	8	581,596,836,890,1017,54205,1869,142	342184,353274,51744,81887,9701,27063,9462,57459
C017461	17	48,210,1543,1544,1649,1788,1869,1956,2353,1647,3309,3558,5594,5595,5321,5743,7226	6733,9790,10018,60482,3371,5232,6276,706,26959,23521,2771,23779,527,6301,2356,23114,23180
C046488	2	2670,3162	89910,8491
C014114	5	308,836,3162,3956,4780	196527,60386,1856,4824,1446
C529769	2	4846,5467	83989,9662
C410216	7	1956,2064,2065,2068,3480,5743,7298	51667,8314,9095,56147,11249,225689,9487
C086491	3	596,3778,3779	721,611,7134
C045362	22	196,367,1583,1584,1586,1588,1543,1544,1545,1589,1565,1571,113612,1595,2099,2100,3284,354,8856,5914,6716,6770	3551,51348,3818,25824,10599,80184,4318,11269,26002,64682,9139,4010,56158,3586,27123,23043,27348,5174,8289,3068,1303,8451
D014867	7	358,360,343,366,2247,1839,27306	4793,4151,341640,65009,50835,2146,2103
C054284	2	958,5788	11185,90161
