id	num_of_genes	pos_rel_genes	neg_rel_genes
chr11q13	201	9986,374407,9092,54949,282679,2197,1207,23201,401,283248,5883,10897,10524,2011,9049,7423,10648,51585,80194,9600,4246,5499,10432,55291,9873,741,740,51642,53838,4250,1119,57571,51287,10435,3177,10589,29901,116985,55004,283234,25906,80227,50801,55561,254263,4135,65998,7108,9304,4647,26580,7405,9303,10313,83759,22992,5870,7069,2248,2249,116071,347853,25921,7536,85329,9828,2694,83706,595,10068,9610,170589,4296,5436,2615,8500,10809,23649,64837,219931,10992,65003,4926,1717,57558,10008,80168,1374,823,219927,25855,5138,4041,9965,378938,11007,116085,81570,5936,6199,55867,3508,91056,25987,51504,3338,220074,26011,5970,116535,143570,84285,84153,1474,408,10825,55690,89792,51400,84447,54961,6494,5871,81622,5331,10963,5790,2495,5031,2352,2350,2348,5029,5017,254225,78999,374403,51259,91703,30008,11309,22941,57804,57175,7352,7351,55611,4723,6712,25923,117245,89849,51773,25824,55331,6188,283212,2017,23529,4728,7542,10413,5058,8061,26005,83638,402,9379,84957,55191,222,266743,51083,221,1521,283209,3846,84649,1072,10263,7481,2950,8722,2286,6094,5977,51475,57124,57010,10235,80198,643834,643847,9973,5222,23130,10938,10312,55107,81544,572	10962,6444,923,1363,1595,29990,27301,1815,83480,259173,400500,8914,63950,259283,5176,10063,5081,6125,4760,114899,23596,57109,79682,4752,4249,11325,842,51257,4610,25926,23483,3434,196513,258,7090,56301,3886,51131,84066,811,57465,23365,2072,201176,10565,7016,7798,2720,28957,282618,9375,22931,146279,10154,389170,27004,11179,3175,57115,265,23148,4791,161835,81851,391059,441061,2130,19,56957,10905,3336,1501,5414,3963,51303,147,29078,2006,80204,53917,83667,10046,79147,1975,56912,6144,9635,9980,84034,80853,3910,8669,8661,79962,8694,64318,1285,23200,1761,284996,1668,133688,129563,81792,2852,9648,2661,51119,25875,9967,3061,10939,10332,23008,3417,25949,84002,54778,57801,9724,58189,221150,9787,5980,54860,1161,2934,765,259249,23287,5624,55738,6311,5799,54892,10252,79818,9462,84181,79582,3682,6654,7809,1995,9668,51542,54831,89885,57446,79659,55299,16,6511,116844,7062,4354,3839,2802,63970,9378,84541,57559,23196,990,285498,259289,60676,9982,161291,7020,493861,375449,23617,2671,54922,8563,50848,10894,80325,146722,2896,100132406,2188,28831,55559,84259,170825,136647,6723,55224,26469,6776,147945,219539,4065,83637,29895,128,3420,553115,116461
chr19q	4	1,4909,6861,333	10394,28955,200958,55023
chr19p	3	566,6209,1785	10363,4154,9837
chr10q24	83	25956,8945,2805,8729,83401,22978,81894,355,9211,51076,9118,10660,118924,9033,26509,84545,81855,5146,282991,6468,150,10360,159296,1559,1558,23268,6425,79955,1586,9221,23082,5328,84445,112817,1557,79803,1562,84986,4791,30819,27250,81603,55662,84108,84171,118788,79176,56889,64210,1147,1355,3832,8861,51013,84287,118813,57715,57412,84458,23223,79004,5832,55165,51684,1369,1308,83742,55280,80019,9060,9184,3195,7479,55361,54838,22984,255022,27291,84795,60370,4892,81621,1244	10950,57654,130399,5208,9468,9448,7148,26166,51700,84073,51296,23019,2702,30844,56606,4358,2029,654320,7710,10799,51535,56957,56963,4102,682,10638,55832,10765,27301,80380,285590,10347,54937,1677,2011,2317,4901,7110,57017,4303,84299,6555,5288,114780,572,30832,4653,2849,84173,64342,29911,219541,309,64147,170575,2879,23091,127833,7320,8877,23463,5100,7425,8943,55143,53981,7052,653190,10128,9482,66036,3251,4329,114548,23708,5822,64764,490,932,6656,10475,54332,23066
chr3p21	178	91869,5527,25930,1776,1499,54681,5793,79442,259236,8320,8927,10201,729230,10803,1234,1232,1524,26060,9136,4486,6787,83597,2771,51161,1605,4485,54899,8820,79012,10425,3913,131377,2779,3921,4336,55152,1951,11277,200942,285343,51460,11070,6988,378,80335,55802,131177,165904,64866,5859,50853,10869,11188,51304,56920,6405,7871,54859,7869,2829,6336,84276,259173,50650,3373,8692,8372,23016,22937,57599,60675,25924,65010,386724,2912,131375,11280,84315,118442,1230,51364,57406,7375,7584,11102,11068,1294,8994,285231,1238,79443,23218,6159,23166,11186,1849,11334,10641,25886,9390,54716,10217,7134,29890,9389,10181,7873,10180,10675,54756,54585,5162,55540,54106,55830,5576,6997,353274,7866,51188,26354,5364,90226,51385,353324,7474,55193,151903,7867,11344,29925,2850,956,11180,389125,55799,9254,1795,200845,132158,55079,3680,28972,51533,7384,275,8314,2720,7110,51246,9807,9034,211,57060,3697,7318,10663,387,3700,51517,3699,3615,51447,22908,23276,132160,25907,25981,25915,10293,6331,55349,23395,9941,8618,51372,6314,29072	5989,10972,79176,27134,28968,79932,11174,375686,7476,5998,338324,6014,344905,5800,6645,56953,51366,2356,8501,84929,5015,1345,8941,8654,2643,55973,84189,1859,440503,51450,3738,9468,79957,388753,9588,837,10627,8395,2690,3491,11143,135458,3914,2648,84417,10495,5746,283953,4734,205564,9514,112950,7165,79692,2823,11176,4751,8425,23352,10440,135935,406,135228,6134,7581,2688,58158,2790,6320,57571,11151,6845,5367,9445,5623,3720,1485,4212,10009,9583,57569,54440,2039,379,127018,546,143941,221150,9811,2642,5606,55364,80331,27297,84816,9798,25932,1118,7515,9753,55614,51061,26228,92609,5167,3211,143162,6818,131,8665,10048,80149,9840,57724,7380,9022,595,652,22890,79812,27020,22865,6141,50,122876,138429,60592,57626,4359,22944,9013,4815,3759,7812,9580,57107,2760,28954,25776,3822,57659,114789,5093,23193,91133,51668,7434,3218,2069,6423,89845,84548,10238,9820,55320,375189,29015,23162,10522,140803,1356,4440,55536,94032,8237,7450,7348,81539,328,55521,6627,10419,146894,5168,9889,10591,27071,127435
chr1q12	12	6275,6279,4921,10262,80263,114814,1805,4209,10903,27246,29765,4000	157739,2512,23057,7345,55703,162540,22832,1622,8547,26959,5645,8631
chr11q	6	114571,84441,2900,80975,10565,10432	79816,480,1579,23592,6342,6280
chr3p22	50	9045,4292,7433,4615,6769,22906,5745,57467,9209,55129,27329,2803,199223,25994,10491,10289,85443,93,339883,54977,114884,10015,84892,9942,25827,9881,885,5210,152206,64651,54986,131405,9852,23171,10777,54861,64689,9497,5333,7047,7048,9943,7342,7123,152189,112616,10039,1582,54918,6044	60482,1486,1366,9111,6863,5591,9318,56302,116071,27133,7980,6278,4312,3632,8939,3899,284131,8050,2260,51114,9132,10524,79885,245806,3361,7867,567,644096,3886,925,80335,56901,3012,140890,57176,139628,5940,84936,54623,132299,83943,23481,112858,83886,10811,285521,85417,4694,84958,28755
chr3p25	53	6529,686,84818,23609,491,10533,27258,79885,375323,8536,56852,9686,859,78987,152302,7079,10093,131474,7182,55845,152273,9922,6538,63924,51095,85403,5468,285381,26140,80746,3656,117248,23243,7508,51066,2177,132001,9901,23066,29931,51099,55287,5021,23228,3269,23225,6854,7428,10474,2199,79188,7476,55209	4499,2801,55795,55293,115209,10877,55361,9737,5724,29942,6835,56943,3337,5796,6175,9987,2053,2011,9429,2999,1198,55578,54768,54832,9847,8904,221833,6443,1179,8846,55813,6674,23760,2994,64852,1013,8692,51128,1044,342035,3909,276,3604,5740,4520,11064,197258,23566,9140,3660,7936,116931,26576
chr3p24	30	152100,7068,6138,9039,27303,5915,22907,7155,56992,152110,23180,1233,5868,80852,131096,28512,79750,64147,63891,9975,9779,1618,23122,23473,54995,116135,8850,6396,7325,7324	79158,51802,4704,166968,53840,23098,54957,5956,1608,4148,1392,126382,57658,10107,54729,5439,3620,57716,80863,2241,11186,90527,7542,9084,114787,387496,9722,80055,9936,6647
chr8p22	31	137868,9788,2137,7991,11178,83650,137492,51582,83595,526,29883,9699,10221,2339,9821,8973,2267,57509,4023,2831,51606,57805,1808,5108,528,8794,56154,8795,6542,5157,6781	26284,114798,54822,64083,4736,7439,2987,6603,24144,7314,924,9453,23530,55355,51764,8751,6299,54852,55904,2202,5317,4915,4607,28957,6649,9971,55367,4606,257,3888,859
chr3p26	20	9695,7862,6419,8553,64419,27255,29995,3708,51185,2917,6533,57633,285362,51738,152330,55207,5067,3568,4968,10752	221662,84220,221823,1337,6853,7478,2224,140809,57134,7490,9170,2626,4331,8531,29123,1644,57504,10694,1979,6251
chr2q31	58	129831,3238,3239,3231,7273,253782,3236,3237,83879,151242,493911,285025,9874,11069,140469,29789,57405,3235,220988,3234,3232,3233,7035,4780,130507,129880,10651,115677,57703,7456,3685,8575,84084,2571,151556,91404,6741,3676,65977,9360,129446,151126,50940,150737,80067,58538,10170,79901,1781,4709,51661,1281,5163,8708,254042,1123,79634,9541	10241,23299,114826,273,639,2568,51538,8847,5321,92715,2327,23596,1584,2036,5569,3741,3725,7567,7257,634,2873,11033,8292,340602,115825,130617,79083,121391,117,4715,4832,148266,22995,83416,55613,5511,6545,7372,3241,64881,22999,404217,54905,84292,1209,8635,26994,131375,6278,1536,9081,83550,83539,9727,29984,4915,2993,1057
chr2q32	33	57520,2660,94101,54431,84281,129401,23671,64172,4664,55854,30061,3628,51454,6744,64859,1386,23451,54842,91752,8609,64002,1385,114880,6772,10787,10477,1746,6120,1745,2744,4760,3300,26275	23531,3488,2583,8543,54715,4736,22936,51162,79176,8633,3703,53831,112476,25959,389434,57657,7084,64073,55010,651,66008,65123,1288,2743,4889,29127,5863,402415,338323,80208,83959,51657,2527
chr2q33	65	57679,22868,25953,1195,1418,1419,1420,1421,66008,5270,116093,117583,23314,51602,389072,66037,4632,9262,659,65062,55437,79800,29851,3417,53938,3336,8837,8745,10058,1144,3329,26010,1146,26154,60491,9689,841,130540,4719,5746,3549,80055,57683,3623,57181,10314,10152,2825,5334,4999,7341,348751,92935,940,617,57404,7855,129450,65059,8324,843,316,344454,3485,3488	27152,79969,9698,9833,54995,2158,57717,56936,5412,5275,54187,130340,27033,1826,50814,51716,23163,83733,58494,51327,1537,23633,8698,374955,8120,4968,11098,10365,10413,6528,8701,2837,5449,59345,100132074,8793,51170,2527,7280,54708,65979,3840,55676,2162,23047,127544,84890,7278,3118,91056,440823,54625,286451,8705,1907,5800,2109,123879,5919,143384,3229,7220,7915,23555,7148
chr2q34	12	200576,8828,130749,8576,2066,617,2181,7855,2335,4133,50485,1412	65258,546,4438,8915,55501,6944,26235,3189,3567,8491,23558,27352
chr2q35	39	7520,53632,27148,5077,5757,79582,55825,1674,729582,151295,58190,7475,2817,80326,285175,79065,7429,5798,7145,79586,130617,64320,79840,55686,8941,6556,5147,6364,10290,471,57695,23363,26154,7857,1286,7141,64114,8576,3579	2879,1026,23677,1595,7561,534,8883,6811,83480,27330,6786,829,1803,1236,5253,1469,8404,7633,151011,7775,63893,28442,26224,258,4038,9945,3675,168448,3503,3860,114088,26136,2495,2931,147798,3048,27152,4360,23216
chr2q36	31	130367,79843,54738,130340,8452,56947,55619,10267,6508,84236,3667,3267,151306,114790,55022,10109,93010,29926,23704,1285,57590,116255,26058,23549,2641,2043,55515,3769,7277,164781,3357	3642,57556,55291,152559,55204,10253,64682,51002,55301,257629,8764,56731,23767,64067,55106,4967,387522,27177,10095,954,631,4293,8200,163882,148113,10082,9022,57496,8470,10954,81542
chr2q37	80	51719,130916,117581,51052,200765,9855,64284,150677,26058,151473,1841,10920,3769,80303,10316,4705,10123,248,9427,80704,285193,250,81618,8527,1293,8864,2637,130560,55230,5510,80895,4735,23178,189,375318,9759,10494,55502,11262,54575,9290,51665,4759,129807,3069,129563,3431,26146,2859,80210,55054,9470,79083,5133,666,57007,5707,9208,50636,6672,79054,140739,54658,547,11132,23192,84289,728294,54577,54578,54600,54576,54659,54579,54657,3635,25791,23677,55355,25992	8452,9475,100507436,10758,93611,10417,26580,140707,8123,8284,57381,554,84623,55706,84695,28952,11159,646,10964,63895,5127,10025,32,373863,6861,55035,387496,5956,10622,9889,3433,90990,2813,3276,5912,51073,116447,6538,3652,26575,202051,4013,56704,4026,4239,10491,8396,7932,3294,5274,6539,5067,91746,57567,9304,83729,6281,55236,5557,1630,374654,7277,124626,5982,472,3973,29028,4043,7373,1201,282809,6507,6136,56649,2012,283869,55291,2916,913,5313
chr3p23	9	6304,51143,25904,64343,4820,79188,55768,339896,6599	92126,3232,991,2688,56953,339488,830,65975,222171
chr20q12	34	60598,57158,7125,4318,78997,6385,6431,7150,8839,6185,6406,6407,51604,23051,11122,958,128488,8202,3172,57727,6590,10406,81031,6714,11317,3787,7052,84181,90187,55959,5335,57119,64849,51098	10093,9615,55897,54861,7593,6461,4247,86614,4939,272,673,55225,8505,9166,397,26036,1315,54477,2674,1674,378,9365,90007,10002,6801,81930,1767,80274,10507,5694,3792,776,85004,89853
chr10p15	28	8644,1646,1109,22982,2625,3601,80760,3698,1645,10276,23560,5214,23185,5588,114131,22944,10531,51806,1316,2665,3559,10659,5264,57713,1787,91734,3422,84991	56052,1318,6527,29785,442721,203547,1431,56850,388125,2537,25988,1465,26519,85443,23035,9092,23623,5010,83643,27163,10287,26280,158584,2956,79718,6222,29916,201516
chr10p14	11	10771,22929,5209,8027,55526,26019,441549,10133,83643,55691,51182	170689,79136,55103,80223,7728,7707,10791,10462,7780,796,623
chr5p15	46	79072,108,6550,83853,134147,81037,54622,64979,1611,10723,84246,441061,56172,9037,57491,90441,348932,340024,54514,4651,22948,50834,4726,9765,6715,65980,51663,4552,54545,11076,50805,85409,153572,170690,79192,1501,7374,1767,79888,11336,54888,9319,134111,10299,64946,1016	7189,3593,119391,1621,92345,23530,10368,191585,6955,3820,92521,8395,23435,386724,118425,54838,28960,64421,177,143279,54360,9416,8971,131870,400506,9147,100506164,375189,5995,3558,1289,80152,368,7555,133418,27037,301,768,7268,9641,10745,80319,1200,147011,3727,203547
chr10p11	20	80314,8453,1326,64215,7581,3799,53904,219771,119180,219770,9576,220929,56288,91074,10006,3688,8325,6935,219749,6840	3766,8331,3115,5164,8517,272,9836,64146,4071,5646,51207,28513,148398,23091,2259,114299,9247,5316,10631,64795
chr20q11	83	22913,81502,128869,128434,128866,8200,55902,80341,56259,3692,81572,83737,2307,10137,140710,51297,140732,140688,5933,6789,6676,28954,60436,83658,57644,10904,58490,191,245937,245936,598,10398,140679,26051,63941,58495,57446,10544,2686,128853,1789,5326,9371,9885,9935,171023,8904,1869,164395,51230,9139,10893,2937,11190,11264,3929,9777,84174,22974,84701,63925,64900,671,2036,23054,22919,9584,4826,9054,55741,9675,117285,7053,3055,55245,51006,10483,140823,26133,23509,51282,58476,6640	140467,8653,11178,80114,6397,55586,56961,152189,84312,4007,220296,58,734,340152,6873,10130,25998,51057,25851,10959,9947,222643,7453,7273,84572,192669,7582,5440,6433,118429,53632,200186,25769,2875,6493,55229,51287,6770,51035,11194,80765,222171,10595,80254,7813,57486,51259,10621,27089,26279,66008,790,10045,4938,22858,7571,23596,51013,55691,26137,5224,7316,650669,51602,7018,11285,9581,8242,84706,1499,2123,11079,23746,10980,5442,4124,152926,3742,10660,3613,51573,8357,55312
chr10p13	18	10557,644890,55301,7431,55388,2572,221079,4360,6251,83643,11164,8872,9712,79723,9397,64421,8516,57118	4771,5359,93010,170691,8326,2113,23431,138474,163486,6138,54476,1960,25870,27161,54498,9370,9724,3002
chr10p12	28	8829,91452,57584,9317,283078,84930,56952,4360,10529,84569,22931,8028,55149,84898,219670,1390,221074,783,23590,54518,51322,57512,8029,219681,55130,8559,22921,79896	2181,79364,4040,137994,10462,24150,4924,79915,573,5827,57704,2206,27301,93627,26774,63943,5535,8525,80143,150696,283869,2247,283989,8110,5163,1606,219402,2872
chrxp11	113	84679,57232,6102,7355,9500,6855,10084,7317,8242,65267,170685,11040,55190,10916,728239,8409,10075,7592,5207,54880,23096,11279,4129,3028,1654,158584,63904,64840,26748,1184,10245,27197,10163,54552,56850,8237,54466,28986,54328,54539,139341,7454,139628,80258,100101629,11152,8241,57477,5127,64743,778,340602,139189,85417,369,81557,10159,5935,4007,8573,29978,9210,7789,2623,79742,7569,8712,9506,90737,9104,3750,2543,2578,8852,92745,2245,10325,7076,7216,28952,6759,6758,6757,10214,6756,60506,11230,90121,6839,50943,2857,8243,27344,23133,10013,347344,7403,212,27238,24140,4943,58526,54954,55593,27301,4693,64061,6853,10682,5355,9282,83604,23708	55651,53339,221074,3112,6359,2637,10897,5116,3026,282679,595,84798,5694,526,27098,5514,157313,140465,55512,254958,79922,54681,338339,64794,966,8082,2620,53335,3456,55968,4863,3581,57326,116984,3514,22883,245936,83541,284358,23645,23201,654,4094,9069,481,7916,80381,6812,346007,83593,22796,10289,10419,2905,64746,1073,440503,51629,23541,56957,10039,10239,5571,65059,220001,252995,2965,9122,6837,6118,57576,8089,7072,10263,8288,18,10002,10052,8398,26519,81577,80346,10418,6546,10276,54456,25847,6302,92421,5210,91056,4043,84100,148,83743,6241,23118,10570,23493,2559,57820,11018,84066,55102,11272,114780,163702,9245,8467,199800,115650,51807,4520
chr1q23	59	375033,7203,8995,83540,81875,83416,79805,93185,2153,79957,261726,127933,2207,2205,6675,89886,54935,114836,56833,57823,149628,4914,5999,8490,60676,55827,1314,23432,9191,5396,654790,51506,356,5279,2214,117157,2215,4720,9722,257106,5202,84824,127943,9095,51744,10560,3310,462,63923,4653,51478,60484,10763,6402,4259,2213,9103,5087,2212	2805,2200,3112,596,55144,53841,126433,91646,3881,55643,63941,6433,483,81832,7597,9246,23315,5310,3204,29100,4814,57478,7366,54674,54962,7031,55290,151556,164153,79056,9189,1140,6373,1164,55089,51193,2296,27249,7554,8477,55869,63904,1284,9501,5347,7478,8239,10249,7433,727936,51103,10526,9848,83878,392,8884,10097,9497,1739
chr2p24	36	109,165324,348654,338,130497,22848,388,57539,4148,8807,9475,57498,116987,10890,6683,65080,9111,93034,55577,2281,3790,375189,1058,26003,51002,10617,55252,54454,9741,79677,64342,10408,51594,51652,151354,57665	50615,84913,54707,7750,2826,1495,10396,2588,84333,1594,50514,669,27330,26574,5010,202915,56165,23547,221476,5540,163702,132112,9739,10896,1996,715,10343,55544,10858,9146,83475,64506,79101,145741,7498,23314
chr1q21	171	8337,6274,6277,6276,1942,6278,23623,1944,6280,8991,65123,962,26097,1196,9939,148327,6271,50848,57530,10401,10962,9659,5872,1945,200186,51205,4580,8515,11266,8407,6944,8682,6232,126638,55204,140576,10899,6282,6281,922,57402,1893,89872,6284,10500,3765,6016,2312,1141,5174,103,2703,79368,115350,4063,2702,83416,83417,115352,149428,80222,7062,9181,325,23126,10712,11126,3570,9826,9047,8349,6707,163778,11000,117145,284486,8751,23632,2330,2209,149013,57459,7059,607,2117,100132406,4000,4881,480,477,10623,3608,6391,6746,4014,4817,7286,57863,1382,128239,56893,80128,51463,57115,114771,10067,5298,5565,2532,5546,79626,4170,10456,54507,55600,3068,56882,353132,2029,51686,5692,11022,56957,9898,57657,3713,574414,4582,9869,8703,23381,5993,26239,353135,6708,11189,4184,1401,84648,8370,57198,6464,5710,400818,9129,54544,1520,25912,1513,11311,84072,1163,57127,49860,126668,7170,9557,8416,6702,6701,51177,9554,79005,27173,51043,81609,8799,6698,3782,6699,51027	7088,6334,168544,134510,6996,23042,152185,51569,219699,27309,9576,11190,64065,3475,51084,9400,84749,3755,5100,131450,55000,29896,6811,4257,11016,10133,387032,386757,83858,10969,9966,2289,1587,23352,11091,81543,79018,47,51279,3604,9221,80342,64002,51406,7726,124512,1577,467,64412,57521,55805,129807,1113,85437,2171,322,79091,4900,9066,22885,134701,83933,79652,6556,63917,6450,1263,55521,3856,81285,2674,3661,5387,1820,2268,2592,9702,11151,10950,9491,54503,92482,6301,9545,79783,2078,9814,11250,170384,284086,22915,170589,154790,51166,11075,57093,7425,1395,4324,9644,253959,6814,51305,116228,84962,23368,54461,1997,6529,1822,9679,6829,91624,5067,253827,89822,2549,3216,4242,23327,5204,353514,10566,4091,5727,55586,5375,3669,4191,2785,7295,155465,284131,27159,4710,57216,26039,3821,482,778,2814,640,60674,771,636,5165,10485,5393,23109,57732,5997,10880,200765,23137,998,90523,64232,51201,5427,55023,51806,65979,50833,6655,4733,5273,80728,3099,317649,6656,10924
chr2p22	29	51072,6801,790,56660,92906,6432,165140,23369,57504,3344,55471,58484,8491,130271,92291,1545,729967,5495,84661,130589,9581,79833,55676,64225,57448,80745,25797,84272,9637	64840,8483,253260,55149,4184,7922,5937,10663,5608,9126,3284,27288,7040,5372,3959,3680,23400,2636,11085,3358,9759,2346,9649,149830,4016,7408,84280,114789,4697
chr2p23	54	4358,130106,64080,5500,4190,7498,5443,11321,3030,130557,3032,56886,2646,22950,9913,7781,79745,1788,7349,151056,3797,3777,11117,57159,55006,2355,9540,10669,81606,6716,238,245711,51277,5496,9381,440854,51374,23160,22924,51646,9784,253558,84696,1838,55759,79623,79172,6546,56896,10113,3795,54867,26160,8884	6450,64328,79931,3097,151531,9481,4650,5959,7403,4224,2619,23550,10363,56888,114897,25890,245972,7297,84248,57621,4504,11062,130540,7161,7089,4055,51132,10196,8698,5063,341,54878,83933,1874,6453,7201,283358,10216,286151,23161,9249,2081,7173,1261,79090,1353,23617,7529,56301,23167,1185,283446,134111,51062
chr1q24	34	23215,92342,9019,84944,387597,8548,83872,8804,51430,25874,55811,26092,57147,29922,8832,9588,10223,8674,117143,9293,55103,163589,9910,2326,2327,27101,2328,89884,92344,92241,26052,57795,5768,6375	16,5504,85457,8833,6725,8900,27030,213,55038,66000,10127,5013,4688,623,81602,9444,6777,6967,3490,6176,9456,55010,1349,10242,123624,23316,1968,2677,54461,28985,26769,55843,308,220441
chr1q25	58	10896,6041,5743,9917,403314,84320,23179,163590,493,149041,23057,26770,3898,4688,619498,9857,26774,26769,3918,460,26806,83872,81626,9462,1660,9887,80896,60674,5321,6045,91687,85397,777,353299,27,51278,64222,7175,27252,10228,84066,10216,55157,9213,116461,79577,80267,10625,3140,6646,632,7292,54823,89866,116496,6004,7827,5132	133688,57835,50964,10947,64146,9380,6142,3872,9495,25897,5708,64968,27132,5701,3886,5797,57151,644139,27043,5817,5971,3491,23348,10190,81619,54977,51088,7417,4988,28986,4289,197021,285203,283349,83893,204801,23332,7385,3174,619570,83643,402,10554,6815,91433,26524,5414,80329,3329,249,9576,5096,26267,3108,64419,57084,5806,1363
chr5q31	120	1044,8572,51735,9555,5307,9499,84105,202051,3360,1495,347732,6208,3035,5159,89848,501,4888,116842,972,79685,64411,5521,492311,6932,11127,4090,10011,80762,8697,51294,7416,641700,56142,2741,6949,56147,11005,1836,9963,8974,6583,83884,6584,2246,10902,56127,9597,26223,29930,5201,64374,3593,26045,57717,83697,3950,23305,7478,27125,54882,2107,497189,10307,10112,2676,9337,3596,26249,8637,7045,373863,51128,26025,56105,84249,51265,724102,27039,10949,3313,23176,1729,4001,6500,51523,5145,7322,9879,3702,51308,9547,56990,81555,10802,2760,3094,27089,81848,340061,5459,3550,56099,23092,8641,5813,51306,23438,285613,154,51780,9782,171019,6695,5098,2908,3308,4695,6678,995,6534	22803,50506,5672,55277,79634,124583,27102,4682,2696,10196,6634,10376,401190,29072,10268,9320,4651,154790,10804,1945,149041,3516,53831,54360,4617,25797,284654,3352,51422,150223,8834,7264,4313,123096,4066,9365,637,9355,6048,56254,23138,7328,3897,81491,9678,93166,5274,5428,50614,5937,6146,9780,1734,27303,9712,10200,1350,9865,91404,10394,10886,55553,6349,25802,1879,51537,6282,4602,6173,3458,266675,26354,114761,50939,1287,171169,2995,5218,79071,6650,55851,759,9646,55827,55653,545,54657,7336,58526,9406,55159,122060,7150,374,57644,51163,823,84514,283989,57402,124912,84830,29127,51175,54979,217,56244,5591,79849,53637,55660,23569,387751,23608,6908,50508,5876,3004,22902,10521
chr22q	6	8897,55586,89781,51537,6948,51386	2048,56980,2247,6387,164153,259173
chr5q33	34	206358,84466,23367,91975,56923,134466,153218,79685,133522,345611,91937,662,134265,10569,6444,348938,22885,309,10146,9421,114898,54974,815,2568,11346,55696,26762,11063,91977,26112,81545,2890,134353,134510	84691,727851,10490,9121,11097,152007,5121,23030,23086,84287,22982,57084,7533,6822,725,84971,718,6983,9946,949,164,10116,7077,57337,51006,57534,3977,8706,2519,272,27297,84914,5032,50837
chr6q	3	23595,9994,23493	79621,146227,56995
chr5q35	69	114787,51720,6620,9260,9232,57472,85007,5626,90249,57396,53917,57451,8614,90933,54492,6569,619571,57222,4245,55819,5917,5601,1627,54825,6793,94081,10960,80758,55651,8992,1794,4869,51428,64324,11285,3187,11282,9794,2870,153222,23197,4056,23567,821,30820,51491,91272,81786,619570,285590,79908,91522,6940,30832,117608,83463,6586,79930,2916,10814,23138,8878,81792,30012,23291,80230,80108,10636,27166	3202,57129,3620,154664,6874,64699,2957,6397,252983,6487,9943,4900,6489,9247,613,9555,26809,1207,23089,327657,53335,353500,54913,55743,1139,338661,2135,23008,114826,3882,64750,1116,23492,9628,1347,130574,2555,84132,131566,2256,375612,54894,22848,1040,55332,10241,2919,54763,257203,392617,51444,3823,91647,131,1577,644186,84171,79674,10973,4924,6894,55,5957,579,343035,10409,26062,4594,56302
chr7p12	15	23242,63979,168448,7378,9263,168507,375567,10371,2086,154664,1956,256979,64759,2887,4191	58189,3803,55768,55223,55278,8372,10867,9535,644890,6588,136371,10657,6345,11012,83639
chr7q35	16	10061,51422,2146,9601,6604,26047,6522,135935,4846,8427,1129,373156,136371,11194,9311,231	7775,54963,314,221150,55749,27319,121512,79038,8638,23256,79698,54360,2491,30816,3032,91
chr20p13	52	113278,83541,140901,642636,1457,10616,54498,54675,65992,140885,10528,55423,6628,80023,140809,8760,81623,5173,80332,2797,3420,116835,128637,6939,27111,343637,9962,57419,9751,64601,51378,551,55317,6666,149830,6614,80025,56265,5621,692201,57506,5020,57761,2280,9491,1059,343641,117532,55968,8455,994,64096	9453,4317,25994,339366,151647,643246,5034,8814,27294,9685,140880,8237,6829,8639,57524,7388,49856,55973,729993,6795,80005,55786,253559,55998,79884,55211,140710,54861,6528,117531,1824,1469,161497,66002,309,113540,54749,55850,63934,148,25816,9892,9668,51296,8994,2833,1022,11022,3868,3596,26576,51477
chr18q21	57	6139,5366,147323,147372,9525,5874,9352,10449,11201,2235,115106,23239,55520,4200,9480,51046,3998,6925,23335,4092,4089,10892,4087,162681,125336,220441,4677,26040,220134,5205,9811,30062,8932,4152,23556,2922,5268,677769,5271,8710,5055,6318,6317,1630,596,5273,89778,89777,5275,23327,115701,80323,90701,9388,54808,51320,83473	54756,3010,57576,3284,24147,4522,4088,123169,118442,10223,81501,3066,158809,123720,5440,6752,203447,115677,51270,221409,79719,53407,84709,551,5330,4712,79960,4864,8669,1951,5575,255928,51179,728239,51105,84541,51692,1869,54981,89932,8406,222537,7093,1291,9632,114783,79707,440823,79602,51279,23155,163702,28988,111,27019,22904,10388
chr18q23	13	9658,4155,79863,2587,55628,4772,22850,1528,27164,374868,84552,9150,10907	7126,92399,9343,5168,6017,5597,160065,6847,81892,5698,116093,5805,4726
chr5q14	26	4208,831,7518,10085,134526,84240,8546,7025,23635,57561,133746,6902,84654,83734,345778,1350,1070,55781,256987,29958,6228,2745,10622,1404,9456,202333	389125,57678,57132,4990,5467,11135,8445,7299,162333,27284,7461,4976,9843,55819,3753,338321,80125,23788,718,253970,55325,1820,9758,3822,2327,54959
