id	num_of_genes	pos_rel_genes	neg_rel_genes
MORF_TPT1	97	3190,6141,6727,6139,6173,6143,6137,5935,6138,6181,567,71,6175,6176,7178,2197,6134,6135,6136,10376,6233,11313,1938,6222,6223,6217,6218,6208,6206,6207,6204,6205,4637,1350,6230,6232,4946,6235,6129,6128,6133,4869,6132,3727,689,6125,4736,6124,26986,6224,6228,6229,1915,6203,6147,6194,6193,6202,6201,6142,5478,3020,23432,5757,4904,6188,6189,5094,7542,387,293,6191,1982,1974,1072,7316,1937,7314,4666,6157,6210,6169,6613,6156,6161,6160,6164,6155,6152,6158,6159,9349,23521,6146,6144,369,5230	3840,1830,814,26058,5921,22908,8099,732,4224,23294,821,10594,79605,2091,84939,6900,23213,79656,81855,10,10998,7221,55246,11338,10162,1979,6869,8774,2712,646,3437,3111,3804,6183,2817,4059,1413,1786,84897,5967,1665,5607,5165,64426,27102,3659,790,8678,51352,5950,9819,23428,6003,93145,9557,23204,1186,5005,54546,79661,3028,10142,7026,5920,55687,55011,58473,6361,60370,9533,197,2833,9258,51616,58512,57215,10015,4360,5226,5704,6301,51528,3176,5130,6456,11319,998,963,5077,10095,57165,1299,4070,1421,55015,6939,4123
MODULE_151	275	5552,10912,9976,10404,79602,79586,23478,2517,8653,3925,6629,4860,3251,5685,2224,1075,5111,5955,6427,6780,1349,7411,6742,6631,353,27258,23173,8668,10097,4673,391,199,4332,1066,3561,8530,7867,4713,4151,1632,4074,2109,10269,10128,6390,2647,10616,6432,2934,3312,23466,5836,9136,26036,3615,4707,4729,4697,4724,8992,4706,533,4725,4694,7381,1937,3958,567,3107,5716,5692,9861,5714,5683,5689,5687,6223,6224,6228,6191,6217,6207,6229,6204,6192,6230,6187,6232,6234,6210,6188,3921,6227,6160,1936,6176,6726,6143,4869,8666,1938,6434,6175,6139,1975,6128,6133,8665,6635,6132,6159,11224,1915,4691,6141,6130,6157,6147,6136,5093,6138,6144,6142,6169,6205,6129,6633,4440,6135,8667,6152,6161,5886,10890,4363,1175,4942,1891,9588,1329,1347,4190,3939,3420,5315,1350,1345,7386,1535,1340,7177,684,5360,292,5355,3930,10549,5052,6628,7167,2548,4831,7388,27089,7385,5464,3625,7351,4069,6124,3094,54962,23521,10952,6158,4666,6193,6166,9045,55471,9349,11140,5479,7311,4736,6189,6233,6134,10094,59286,7532,6164,6203,10330,7203,10961,10412,54469,10134,2790,27166,1603,826,6155,8655,9380,6137,11331,3281,6165,10467,136319,11171,6173,28973,7416,51324,821,2286,4833,5757,103910,51079,1611,84153,6647,51065,27243,84061,5034,10480,10694,3840,6170,51187,9528,6407,219927,23016,51362,55011,5216,8409,2879,1312,677,10109,27335,10175,1192,10095,51123,1460,2171,55859,9978,9555,57136,58533,23582,51635,11345,4637,26098,7165,54512,11337,4257,29952,10519,7511,6120,84661,54206,51002	5995,51504,7305,79365,83890,9887,29929,10419,4726,114034,868,80310,3487,818,92399,10866,4287,23636,5805,57834,54737,54677,57679,4938,5546,8419,23552,11097,1958,343,25818,23130,7535,2033,10314,29979,8546,116983,4781,29889,994,10605,4794,117156,9667,2786,2737,2820,11315,4792,80205,1636,53353,1381,91544,5733,4696,284058,4650,23197,7458,54892,7259,55539,57231,3123,3881,64786,7465,54440,9922,2665,421,9201,55165,2687,5436,6428,5597,9557,26354,1652,54802,3622,9695,3698,10298,11069,4173,9473,22856,3336,7429,2745,3816,6898,6817,5520,5833,10538,10745,3603,27098,27229,166,57697,5000,3712,55303,7092,51435,11236,3073,7419,9097,2212,10924,9175,2189,7844,3892,55312,1831,580,7110,3024,11093,1287,11193,1302,51125,55621,114781,57664,10808,58517,26268,23428,55507,3133,1102,25974,29117,6624,833,2155,5663,64599,9162,114786,64221,89122,80025,9318,23176,54578,8454,23286,2014,6359,6523,4150,9878,7011,4296,662,51702,25820,10400,79618,79671,5096,2153,11151,57584,23080,29940,2322,9047,80155,7180,121512,2114,55177,3176,7994,5412,2274,6511,10146,1775,59082,54361,11269,8690,1579,10664,8773,55733,10291,5358,6801,84056,11341,8909,942,23357,987,259197,80306,1318,5911,3735,64220,5802,51341,1390,54538,2626,8674,1774,54764,8739,10691,79577,84689,10772,1830,4686,1749,1806,8722,3706,90411,57580,35,6822,1974,4092,6683,2634,6274,23649,9159,2512,8661,6035,54464,23304,81602,6558,112752,114548,5361,1994,771,9798,26523,1808,55591,22881,84541,6342,80896,147179,2571,2207,10661,64072,5867,1859,5163,9815,10695,115106
MORF_BCL2	193	109,6861,8425,7402,362,364,8834,3801,3351,8540,11103,23237,1409,916,5291,3360,2155,1395,4487,8292,3363,267,8851,230,4650,9263,3779,116,2048,8629,25830,8658,4295,2232,22976,284403,26034,10322,1339,8828,886,23036,9148,49855,415,4063,3883,51512,9187,4161,9356,2189,4609,10943,7783,222658,5932,1796,662,25959,80852,9087,9575,29780,9095,64386,8751,5440,2528,5371,596,3293,23131,1238,10279,1837,2117,23774,9662,6910,2709,1993,2334,164656,27121,3709,546,27334,9121,11186,4761,1215,23545,27302,4902,4004,2901,6199,3596,670,182,2949,80317,22848,6513,5566,6508,84148,3892,9640,6496,4256,10845,25771,3233,3316,23085,2137,9719,10443,525,7490,9718,1889,7779,7029,7781,3713,1506,5820,23457,6538,9641,8402,2859,9058,5463,6524,3612,83660,11281,9672,58473,54039,5083,5081,7849,3700,9488,3929,51517,7075,8061,84560,27229,1583,4355,25876,2099,26145,23544,5284,23604,84759,10637,23276,27297,6900,1548,177,7366,9032,8718,285527,818,2827,3848,8621,25970,3140,923,22893,1805,23220,4058,6560,4798,4763,6536,6534,124801,3718,6570	8021,5481,10859,919,5428,8175,10155,9319,51232,319,29127,9637,23764,1116,10024,8533,8909,80199,23530,199,7803,5699,26011,10,10105,4072,5825,79018,54101,51,51340,84061,1290,6768,1995,29101,6462,5621,11276,23039,9180,23769,9446,3552,5320,3855,33,813,23043,4927,7005,23743,51573,27128,4047,3106,5165,3336,27097,1557,10920,9247,8508,79135,8263,1435,7066,6557,1382,2213,170959,3431,115362,10426,8529,6786,55527,7037,54797,22997,81,6271,1545,95,83543,5789,3448,3150,55746,11118,81544,5976,5691,55066,1396,79969,6813,4257,23452,10489,10871,80714,11261,3068,54760,2317,5982,81029,55751,10445,10940,10237,9928,26229,6294,9023,10618,2767,6571,658,4356,4904,23741,8202,9444,3297,655,2040,60468,3622,2268,100506658,6723,4005,9238,6362,140458,26050,51361,4311,217,10181,6125,10067,51654,27123,79042,23225,2100,8826,116931,9860,5424,84079,403,3603,8407,10263,28959,1020,116987,6776,7141,4745,29124,7101,23420,9647,9895,92579,84698,4848,5348,3226,84447,57282,6569,26036,55110,7328,7391,83483,51626,26586,5863,3097,3845,6359,4696,6770,2651,7185,29882
MODULE_153	34	1277,2012,7454,3866,3861,3852,1832,3853,1896,2709,7020,224,27032,1294,5629,8796,3860,6699,2125,1382,26239,3909,1490,5351,10481,3872,3854,3848,3868,3914,2171,3918,6278,6591	23262,3196,57795,26024,55885,7257,23467,3235,4356,4528,6427,81689,9662,1238,7710,9790,719,51458,11011,10692,135114,9255,7341,6455,56654,90139,60481,4191,3067,1364,10752,84124,1952,55917
MODULE_152	106	275,4129,25800,6342,535,1892,1349,6742,6182,23,11222,4720,4704,4726,211,4713,6390,8192,1666,1201,51382,1159,10245,593,4707,4729,4723,4722,4728,4697,4724,9550,9114,8992,4706,533,4725,4694,527,4709,537,4714,4695,4711,27032,4716,4696,4701,4698,4700,5106,7381,8802,2806,2746,2271,2653,1891,3418,5096,1329,1347,3420,1350,1345,1585,54205,7350,7386,5250,1535,10975,1537,1340,1351,292,10797,7388,7384,27089,7385,6392,1337,10063,526,6834,9377,1327,9296,51606,529,9804,7416,4833,25824,2879,3030,664,4257,10131,114294,3336,665,10456,3033,10449	3684,7589,168544,2564,22909,22876,51763,3735,10040,283,4155,6586,55388,79879,8803,79736,6249,51297,5962,100132285,638,23067,30844,4318,85479,90780,6407,50853,6204,4303,22879,3257,8904,23558,1299,84561,4733,7088,84220,29992,472,25788,55601,10345,55204,5408,8906,4967,4036,5371,4922,55746,10592,744,1311,83539,90627,1944,55536,10312,1315,85397,3337,11117,5719,6610,5020,57493,11069,5940,6596,6490,6573,54363,97,1308,8455,551,22913,150,10472,80208,7965,56255,6916,54947,225689,27335,3202,166,51678,5747,84660,98,7078,5860,23467,9353,81488,10003,332,26585,23770,1137,4842,54843
MODULE_155	24	908,7411,6745,3842,10953,4043,3312,7266,10575,9531,5480,3838,2280,10961,3301,3837,3336,10130,10954,3329,11014,6746,22926,10945	3383,8843,1749,51147,26097,23019,10540,9836,8452,23547,7482,9093,51131,57695,2914,80208,6396,26271,3304,7761,9522,8444,1024,10085
MODULE_154	68	4071,1645,858,1848,857,5054,5796,667,220,6279,3691,6280,2919,8644,3852,5268,8626,23650,1475,2877,8538,374,760,2201,6702,2709,1947,5055,1294,810,154,2564,3860,6699,114783,5743,4323,1592,3909,6288,57451,10655,9073,5349,3038,3872,3854,3848,9982,2150,1001,5655,7980,3918,1308,3963,8891,51129,5744,9388,81706,25818,112609,83853,90293,1825,84002,1437	54768,94134,79654,10768,51744,4854,3770,7791,30836,3206,379,55198,50628,84275,22864,6324,6406,10901,177,6455,2578,11096,54361,29899,23205,64425,25942,23322,2787,9101,135114,5096,1543,2872,6401,9265,9960,6234,5434,3761,10309,10873,5889,644,5979,25780,6748,28976,8826,11012,54737,2039,57505,56907,2868,650,10128,80146,5445,23347,5430,8711,84263,4048,51557,6839,57644,10147
MODULE_157	95	6347,947,2766,4311,10231,4359,2268,5545,6503,199,1117,3561,6286,393,563,1572,933,10076,9572,1548,1855,7702,7410,4356,4208,2525,5260,2786,7783,3853,10633,4939,10716,4606,6570,2315,6710,3700,3976,3761,4826,794,5798,5662,54738,1742,3892,3881,6004,5624,945,3508,6524,553,1187,1388,6702,6536,2529,3112,1145,7781,1944,7849,116,7480,7275,3849,6915,9771,4355,4598,3140,9695,3663,1272,23649,9351,926,1800,60312,2914,1489,5209,6872,6812,3299,8048,4604,2769,5023,8284,5141,4842,4917	23317,1386,6257,58155,80308,6234,3313,217,79966,56344,9639,6782,5154,2643,468,3848,2688,6591,2475,5341,114801,9785,84193,51060,146198,92579,23307,2678,10147,23358,50619,10875,1398,84661,8458,27131,4298,23101,2812,261734,54556,55644,1053,5936,8192,25898,1015,369,9188,7251,9498,162,1463,7163,4358,4829,9326,79018,8809,154754,8766,58529,60370,10907,3178,5111,3842,5663,3054,22794,9745,8536,10284,9832,4257,10842,6201,4319,79929,2984,10116,2773,10682,7023,54443,29901,6508,57122,55922,7011,6556,79091,784,6449,2690
GNF2_FGR	30	6275,9473,2268,199,10437,3689,3684,79180,7133,11024,55654,51291,313,29108,2207,10875,834,391,7305,10312,3055,10287,1520,23406,10095,5997,11025,83442,54918,79890	51191,676,270,3483,51504,463,2137,9092,170680,9375,79098,5225,2940,726,3209,3982,6870,7320,1999,4152,2547,55733,56904,23158,6493,84901,22871,4359,758,79886
MODULE_159	74	11031,2669,5872,1917,9221,2935,8766,23,5878,6729,8668,5898,23647,6447,1968,1983,29889,22907,1937,5901,1936,8666,1938,1973,1975,8665,10209,9775,9689,1915,378,10670,2778,7458,10381,3735,7278,5908,4677,7284,1974,8667,51552,8225,8669,8663,1984,4735,1979,2771,10383,8664,16,1965,9877,10569,1982,387,6016,10890,2107,23518,5868,3692,2768,5862,4600,5873,998,403,5861,51762,8894,989	91543,1464,6164,3050,23131,2022,148022,5360,23499,10347,7222,8771,11222,51377,10557,85480,1667,2869,64375,55738,4068,23098,10202,9486,4659,10016,7185,9532,6360,8161,6440,10419,10148,11189,51230,8905,10048,6019,23452,90134,6205,10215,54961,9568,11166,92086,1738,116832,92129,6747,686,3561,131566,55904,51125,55884,9097,55165,165904,3012,6297,8975,10588,6845,5444,11153,55103,313,6391,10808,55823,26031,1152,55788
MODULE_158	37	6282,10036,5425,6240,7153,6241,5111,4172,6742,1017,6117,4673,5422,1063,5984,6119,5928,4998,5557,8318,10535,5983,3146,641,5982,3978,5427,11073,8317,51053,3148,1062,5985,5424,5558,5426,675	902,22936,6860,26085,10933,2861,8462,975,8835,177,6457,55157,26277,54498,321,79982,7402,23173,9971,64375,4478,4135,326,51014,10695,55966,5914,6519,141,2690,7881,85438,7690,23174,1946,9735,335
MODULE_389	175	1842,81855,23180,1649,1780,5950,11156,3638,6750,23175,5151,23208,701,8685,10331,11062,9855,10616,83692,9878,1641,2290,26047,22895,8622,22982,10566,7802,3801,2709,6253,9650,23387,9425,7036,3750,57408,9427,8424,114805,10858,84946,25780,10324,112950,9228,10842,57180,29089,54825,25987,55193,59082,9615,89792,23017,51106,1073,79152,26470,23660,27252,55753,84971,81849,53354,78997,55507,51277,91647,3226,64097,57835,23767,55835,25902,88,54221,54802,55081,64174,54518,84894,80208,54106,148281,54212,84689,51172,56890,64324,50859,6608,196528,9532,54764,54820,22824,440275,56952,23035,115557,23357,55825,84660,23258,114793,54148,85413,10661,7475,9527,22918,51237,55203,57187,9217,4308,85363,131034,81615,50865,55454,85406,25988,22882,7419,64979,55968,64220,94104,23543,79132,57486,25980,10314,7018,11316,1592,5427,64184,129684,4908,23057,29123,10143,54674,55769,10214,55311,83886,11157,9068,23065,53844,55299,64231,8292,83648,53343,5067,55742,57476,117247,51105,79685,27254,3982,7054,9716,80829,28998,51265,4439,84365	8394,51616,7388,23509,63891,84073,2078,29954,23404,5456,3667,55756,8744,79983,1660,5195,3065,5433,57534,6176,8916,10286,57348,4486,10285,51284,5655,55027,22852,10446,5443,55647,6364,1164,2535,4124,5908,5412,23113,412,56978,4151,5801,2669,954,2769,6790,9266,102,51065,25842,313,113201,7371,3889,27348,7402,4726,5366,6103,1306,1084,9934,23500,1053,834,3956,3037,29995,429,6146,977,133,2562,9949,81029,55892,1557,10439,3957,191,70,84939,3106,58499,80724,84844,8527,1668,63915,14,5133,2098,8906,1158,4171,65062,3110,1104,6873,11177,4808,307,11056,4625,56155,51083,1207,972,2322,2045,665,23054,10062,3487,9781,57460,11100,7743,10280,59277,177,55313,53917,83985,3161,9358,7291,2165,3663,23089,4015,146223,1030,6279,9315,3831,6318,11328,81542,5594,7348,55811,2012,22809,3614,9496,3069,3622,1955,22848,6583,4688,1981,1577,5073,3938,2036,10018,5921,64098,65220,55023,835,9546,6530,51741,6628,10636,25926,23603,11335,5997,3557,55339
GNF2_DAP3	104	6139,6143,51691,9045,6634,23020,10236,29883,6728,55656,6432,9474,23435,3192,8664,10250,9188,6136,3475,6165,29964,4116,5725,6426,6428,6427,8409,5682,3178,6217,6218,51444,6635,7311,10212,10412,55573,1350,5688,3735,9879,6234,5689,6129,6235,6128,6133,6434,6125,6124,6130,6228,6229,3921,6147,6194,27316,6202,6201,10465,3065,5478,55629,79009,51389,51182,7818,2971,27335,5859,6187,5757,6188,57050,6189,10657,11340,51386,6171,23412,11052,25926,5537,4666,6157,6169,6170,29080,6613,6161,6160,1665,2665,3183,6155,6152,2091,5719,9349,51372,6146,23521,5511,64783	613,5671,23608,7177,114781,79685,5445,10939,55771,10051,57721,9699,9743,55768,51042,4633,7139,7052,2305,5909,1316,2695,23130,3267,2139,8357,23649,23054,7328,91304,7133,4172,6710,714,4887,6652,6628,11137,92140,3708,8538,8131,4899,28982,6396,8639,8419,9479,10466,213,28954,55572,1733,51341,1401,968,55811,55253,90313,23179,4548,8411,204851,7280,7270,5862,3306,8125,4864,10014,8930,1719,23534,2074,4781,6277,286,3070,51366,26064,9857,54106,9993,8773,90,3148,10564,80267,22836,55753,10477,189,65267,7125,55751,2166,2733,9712,10130,11278,4632,7082,10262,80714
MORF_NOS2A	238	109,5817,8302,6276,5526,6861,8425,9896,1565,362,364,8834,6096,10085,491,3351,11024,6769,5502,23547,3075,23456,355,2786,3354,11103,8929,23043,9223,916,5291,6239,4620,3360,6258,5802,1571,5108,219623,10018,1394,5238,4487,814,8292,3363,6263,8028,26115,1232,4108,7691,7692,4650,9263,4661,10564,2048,22832,116,3062,8629,25830,6927,4295,7046,9923,7204,91977,22976,8856,4133,1339,494115,8711,49855,6564,10407,11193,3883,5267,8871,4161,83698,9356,23476,10943,7025,26576,9926,496,5286,29909,662,80852,9095,9575,23187,5440,2528,596,9821,60412,23131,3950,3359,6493,3565,8435,6910,84628,55274,1993,2709,2334,7855,9252,27334,9121,1310,6833,23545,27302,4902,9019,55558,2897,3603,6530,2901,3596,2692,80765,6513,6508,3892,26011,9640,9306,6496,5144,4990,53340,25771,3590,10579,22936,3233,23269,23085,10566,57188,3741,7490,1386,5145,7029,339479,5892,221823,7781,9331,3713,860,1506,23457,51032,6538,8690,5243,672,8521,10205,22927,9058,1361,199731,6248,5463,11281,5080,6820,7753,9949,58473,8538,5083,5081,5205,3700,9488,3699,7075,51517,8061,1583,2842,2841,2099,55705,23604,2492,403,8534,55669,23276,5662,2838,4193,7541,8464,8718,285527,818,4660,79577,2825,8532,3848,3849,1295,2072,1805,4437,4763,10277,23041,1629,4287,4703,10786,6568,51761,3448,23275,23617,8529,6570	57094,5697,3753,60467,9260,1200,773,8566,6955,64710,26268,9201,727,5719,22900,5528,9989,1644,8065,51741,57151,5723,10776,1735,3875,112950,7014,79797,2535,8091,9771,3273,56893,6557,57214,3787,2790,11082,1112,2070,25920,6242,51527,2185,23600,1780,10858,5937,29901,11075,7139,5319,56888,9947,81793,2934,26033,10490,10198,23119,65125,256364,8277,84867,5350,1443,11194,3226,4259,91304,10950,28984,1071,1756,9453,51117,6615,3297,5989,1163,55110,10489,57787,116842,5359,60487,5917,6536,4157,55323,9082,29968,55785,142684,2998,8484,26354,1409,5827,4711,1968,604,682,7422,57026,6146,9581,1633,11261,3785,11086,2925,6732,11022,9524,311,2912,5316,1514,1767,3952,6708,1388,51367,26057,8807,80347,6364,381,4887,54602,51074,7388,8938,1301,8153,4800,7277,5968,4066,1263,3945,10874,23440,11026,7252,261734,6439,2067,8992,64768,6694,3929,23649,51555,2173,29766,1230,3914,5742,728642,9051,6860,4899,142940,8664,55677,3985,8273,135112,80019,3653,3206,5207,10024,4830,23036,23404,6950,1396,6361,1585,8270,6527,4298,2957,56916,23197,6790,7371,1022,563,5638,23621,1063,5170,10410,829,6155,5213,79837,732,6773,7171,1806,80018,2071,56667,4070,30845,2642,6007,8558,10623,51154,6819,57379,5930,6147,9552,3234,9751,3601,200933,51762,9172,4043,8202,9220,2288,7220,26034,22919,3783,114882,10142,84231,54468
MODULE_474	15	3485,8839,5768,3486,3489,3491,4052,4739,9021,4856,1490,5654,3490,3488,6464	65059,9463,9657,25988,6134,3290,51103,11022,54363,23588,3476,2920,7166,23345,2885
MODULE_512	36	1293,800,4629,5348,1909,1410,72,4660,2314,1140,8115,2247,7433,624,6261,59,4842,7140,4703,4632,4625,2702,226,8736,845,3270,8082,7136,1160,4621,8038,58,5350,9172,2273,6445	27,8971,5896,10865,4201,23295,2117,54465,1674,79918,27163,54471,2215,6938,3111,23586,10417,3356,1308,8831,55247,8718,6133,10574,5170,6513,3171,4920,28982,57492,5176,79042,842,15,23301,5720
MODULE_28	31	5701,5685,5710,10213,5704,5684,5695,5713,5707,5716,5692,9861,5714,5682,5683,5689,5720,5718,5691,5690,5700,5715,5705,5687,5693,5709,5686,5708,5717,5688,5719	6301,1869,11034,80758,9986,80777,51465,7051,1901,6001,5955,55930,23423,26003,54961,2770,79654,11082,735,57463,121665,8493,2023,83666,4283,390,6493,29992,5003,5727,80153
MODULE_29	28	7818,6231,6235,6223,6224,6228,6191,6217,6207,6209,6229,6204,6218,6206,6194,6192,6230,6187,6232,6234,6210,6188,6222,3921,6208,6227,6202,6201	2922,1802,11164,2159,3394,6503,1995,8723,10154,6010,26033,5620,2957,7531,10301,7249,353514,4037,1956,81565,29995,51606,5528,10690,5192,11158,26034,64795
MODULE_470	12	6770,5745,5473,5196,7433,5651,58504,5743,5618,5211,3488,20	9057,79879,54765,4680,28978,25800,124995,23198,4218,9733,313,8021
MODULE_471	10	6472,2729,440,4200,2730,875,10993,10873,51056,2180	65998,5411,887,7001,2868,7428,5902,132158,5583,667
MODULE_24	391	1266,1277,2719,6038,216,2217,1293,275,5118,1281,2628,1290,87,2944,7791,713,3485,7422,358,6515,7052,23089,2022,5156,3075,1292,5320,1282,151987,10370,1645,5919,3554,6590,8406,2335,9249,51035,3913,3693,2878,2532,4035,23524,1278,3487,7045,5552,10912,4783,4237,8870,8795,3434,5348,23166,1291,3078,5641,5054,2052,7123,3486,5947,10957,8788,3491,3949,388,26471,6649,4129,3726,595,5033,5005,716,6382,5339,7148,8501,11135,6359,7021,7358,5178,23645,9645,1943,6342,23641,3316,5292,2517,4487,6530,2766,4059,4837,1528,9518,6275,5950,54541,9415,7262,2281,2805,3638,7078,133,3481,22885,2180,124,7805,5105,2114,1644,6279,7122,3310,1892,5445,398,7133,3992,6307,9246,5860,7447,5502,2030,26001,1955,6576,9232,8364,4860,1164,11065,3875,5880,4171,991,5111,23423,2705,10468,10395,5092,1280,1785,5536,3678,1263,2034,7803,2203,3566,3162,27090,717,6280,3240,2745,5265,11326,1593,2348,11309,1668,3557,3248,360,4005,9235,341,1942,8530,2264,3903,5606,7454,8644,346,999,4057,9368,8718,2261,563,7226,6480,1956,1832,1140,212,1652,27121,1632,3158,6484,10626,23770,3993,3029,1796,27237,11170,22936,9572,2729,23170,362,10555,3784,1548,6521,197,9027,3697,8431,782,3360,1549,5003,6999,1571,3356,26585,5553,5789,11040,3700,2109,2638,866,2244,6652,259,7104,338,213,2643,2644,10788,8659,2147,3249,5053,727,3698,433,10588,7448,432,3761,54535,3426,725,7108,4826,8484,1804,1002,4495,4524,5800,755,27303,9997,9148,3892,27289,22848,9028,9701,9911,6932,81544,1084,9001,1534,29775,2006,2201,6538,3674,80765,26150,23620,5624,3929,3752,5267,1511,51512,2994,9032,2057,2623,8517,3273,4234,7366,6904,8851,4902,6535,732,1805,4320,4353,4354,5836,6036,7299,22809,3359,22904,5657,1429,598,3626,5264,5104,2952,9104,185,3053,3373,2161,3931,3827,344,325,2542,3699,6470,1373,7036,5106,3242,4485,6694,26998,2243,1579,3950,3081,10221,1776,10993,2267,5345,2159,383,1361,7287,5446,462,5340,1893,55937,3718,1576,8416,2523,3818,3549,3547,5473,55544,54498,6037,1813,7504,3050,570,5196,3045,1297,5733,6005,23277,11247,2993,2182,23067,5891	2941,11149,81609,2185,10459,3340,27069,5431,8887,9094,8036,10125,51188,25800,2258,6135,7080,2901,5550,22943,22901,10726,54832,55775,51706,124801,25891,1345,84991,8639,1861,11091,89849,9802,26173,5571,6015,79370,5275,2720,23598,6845,51778,219988,1017,8809,5026,8448,11164,9679,3745,85397,79879,6495,25876,64761,56891,10188,3295,10749,7293,10621,4726,5228,23414,55511,23368,368,8404,8892,117247,4486,818,8214,80829,11165,6875,27180,7812,832,57026,56888,7515,6326,3958,83746,81931,744,4862,1364,3237,4669,1716,10351,54737,6150,766,58493,26505,5425,4722,2622,5319,55756,23635,8909,482,10204,54433,23269,3982,631,5906,2272,6817,2246,9540,3691,23545,7332,7869,965,6277,1298,11281,140688,54941,1871,4296,27097,85458,51444,1139,55565,1123,79132,7165,26229,5795,80325,57447,5007,84275,6853,8642,7265,11341,3831,79577,25818,2877,8943,54578,6137,3775,4436,7038,1056,154754,4153,29888,23527,23365,26225,8315,10474,200734,3337,9444,983,27037,26470,23532,4725,735,51533,56899,5501,23476,7691,10198,55617,9344,2815,54840,3749,3889,2896,142684,2313,5764,306,55876,9993,11157,25802,9749,80124,3010,9601,10576,8562,8761,7073,5422,7004,3386,22879,7088,51172,6594,8444,6894,56965,1515,2741,928,4633,3817,8668,147179,65110,55454,10347,4606,2596,9832,23406,10682,80025,1759,23558,5601,11235,5034,7779,23370,23114,403,9563,64425,91543,64180,1352,22836,729230,3706,51170,1690,5747,8725,7031,5889,10227,25956,5078,50814,440193,163732,26053,6139,84698,5936,2039,1326,57122,10902,24138,6536,1020,84146,9124,7150,1819,64852,339451,7185,1051,4047,5595,51079,9788,119710,6646,5526,80724,63915,94104,10501,84365,84283,6616,7096,79083,7326,10528,9926,10768,6375,6608,7324,8714,51193,5379,5870,344454,10411,8399,5225,10776,55209,57178,55536,8531,652,2702,26298,57446,51605,10312,9922,5493,23178,1394,10953,5629,553,990,1462,3567,23234,5888,23291,2346,1012,158,387032,10419,4076,1080,3235,1119,57728,6997,22909,421,8665,4542,1655,4515,797,9506,64759,81555,58529,54434,54471,6927,23158,9528,5157,5361,114786,4599,9881,10879,27246,6445,1299,23270,9070,55754,369,23013,85444,4259,9935,6623,80758,54443,79133,5325,6835,55144,10260,135112,3800,728642,9667,10231,54664
GNF2_PTX3	33	2919,7837,6347,5742,1281,11167,6372,4312,813,8406,5351,1490,5352,2191,5054,4015,3912,4017,5806,4016,2683,3569,2200,2202,1290,1289,9945,1278,81555,3915,1277,57333,1009	1017,10410,79172,169522,10950,2905,8502,54866,4214,373,6801,10156,11333,123720,6499,2000,5871,37,5744,7276,6651,4072,55033,51103,25894,3321,9712,3046,27287,55937,6404,10864,80347
MODULE_26	167	1649,1780,3638,5730,6750,23321,5151,8905,64750,10331,11062,9855,10616,359,411,4916,83692,9878,134,333,22895,8622,10566,3801,2709,11165,6253,23387,54587,9425,7036,810,3750,57408,9427,8424,114805,10858,84946,25780,10324,112950,9228,10842,57180,29089,54825,25987,55193,59082,9615,89792,23017,51106,1073,79152,26470,23660,27252,55753,84971,81849,53354,78997,55507,51277,91647,3226,64097,57835,23767,55835,25902,88,54221,54802,55081,64174,54518,84894,80208,54106,148281,54212,84689,51172,56890,64324,50859,6608,196528,9532,2295,54764,54820,22824,440275,56952,23035,115557,23357,55825,84660,23258,114793,54148,85413,10661,7475,9527,22918,51237,55203,57187,9217,4308,85363,131034,81615,50865,55454,85406,25988,22882,7419,9575,64979,9980,55968,64220,94104,23543,79132,57486,25980,55340,79027,23562,9499,9175,55253,92399,26015,49860,80759,1937,83941,84231,658,11136,64786,84817,1355,10458,112858,51098,6555,8796,51188,64423,29796,758,26235,56301,51070,29940,51028	7097,3692,23786,3670,10229,3358,1527,10085,8076,10279,419,10621,2554,10396,8725,9141,19,6189,6847,11173,2047,378,81792,4634,1773,1736,6275,10236,55244,81565,9788,9025,6890,10140,2222,2642,1592,57214,3673,29952,3809,2520,7991,783,65117,8200,1396,22866,51626,8724,5793,796,6159,84334,760,1235,10166,345,1776,116143,29979,11054,6732,2969,57602,2628,5209,1803,7108,5129,6327,9437,9509,10150,10921,2028,29851,793,80223,2633,4332,5739,10549,9388,83461,5213,7543,392,79583,5335,9770,23365,84890,962,2314,4015,6398,8618,8260,5582,9986,4920,9689,51411,3479,21,10058,3772,785,9033,859,4781,27128,2537,2009,11163,5244,5655,53615,7169,2849,8808,4947,23412,8825,4973,4297,3698,79823,3920,4924,57555,23414,10589,6535,1120,23483,22992,5173,126393,6422,6581,7465,6480,4259,2268,7975,4102,5723,6794,358,4745,1537,11243,23138,1501,27299,2040,832,8516,3791,80308,2873,9479,5127,5271,6424
